class_id,class_name,support,cnn_silhouette,vit_silhouette,convnext_silhouette,cnn_acc,vit_acc,convnext_acc
219,vegetable soup,118,0.10213464498519897,0.03776005282998085,0.08881650865077972,0.6610169491525424,0.6864406779661016,0.6864406779661016
220,vegetarian bee hoon,27,0.030189869925379753,0.08059154450893402,0.09699725359678268,0.5925925925925926,0.7037037037037037,0.8518518518518519
221,waffle,168,0.33344903588294983,0.27781838178634644,0.5545858144760132,0.9285714285714286,0.9523809523809523,0.9523809523809523
222,watermelon,69,0.1753547489643097,0.3537548780441284,0.5331213474273682,0.9130434782608695,0.927536231884058,0.9130434782608695
223,whole grain bread,52,0.05772378668189049,0.013361291028559208,0.10122518986463547,0.6538461538461539,0.5769230769230769,0.6730769230769231
224,whole oats,79,0.1324130743741989,0.17581893503665924,0.2577953338623047,0.7468354430379747,0.6962025316455697,0.8227848101265823
225,whole wheat,40,-0.23235109448432922,-0.16045168042182922,-0.22190101444721222,0.125,0.175,0.225
226,wholegrain muffin,54,0.058057427406311035,0.11597537994384766,0.3258029818534851,0.6666666666666666,0.6666666666666666,0.8518518518518519
227,wholegrain pasta,84,-0.13727058470249176,-0.05398203060030937,-0.006035047583281994,0.4523809523809524,0.5833333333333334,0.6547619047619048
228,xiao long bao,82,0.41406166553497314,0.3895602524280548,0.5306321382522583,0.9024390243902439,0.9512195121951219,0.9512195121951219
229,yam rice,48,-0.1341792494058609,-0.045367468148469925,-0.02585959993302822,0.5,0.5833333333333334,0.6458333333333334
230,yogurt,30,-0.09602857381105423,-0.02327253669500351,0.07256332784891129,0.5333333333333333,0.6333333333333333,0.8
231,yong tau foo,64,-0.11587049067020416,-0.03223034366965294,0.007565134670585394,0.65625,0.8125,0.84375
232,yuseng,78,0.23105572164058685,0.24059586226940155,0.4670642912387848,0.9487179487179487,0.9871794871794872,0.9871794871794872
