path,label,split,md5,phash
../foodsg-233_cleaned\Mee rebus\AHO5BP4O0ONLFKBH6I6XJ05C.jpg,Mee rebus,all,ccd20558c0c39df9cfe0e0ac26b7ba47,d154429a4b6e8df3
../foodsg-233_cleaned\Mee bandung\ZY0OHZBGLOOGEZDSKM5452AO.jpg,Mee bandung,all,3550226f92c4b2691e7c2f17b503cfe3,d154429a4b6e8df3
../foodsg-233_cleaned\Soto ayam\PBTUTCF04LT6R5SRYDBYEQ9G.jpg,Soto ayam,all,9d995eb8e30afb675822dba37de03ac3,d1b172c39a2b1a6d
"../foodsg-233_cleaned\Bee hoon, soto\Z33MP7GZ9VU79NM9CTNYV3BR.jpg","Bee hoon, soto",all,da77c3258bada8c8b98c379302273a4c,d1b172c39a2b1a6d
../foodsg-233_cleaned\Soto ayam\UO7UWT79QR466MDYRKZ1Z0L8.jpg,Soto ayam,all,9f6639ce68a44a65134c07eb1282f8ec,d2865a3a2e4cbcec
../foodsg-233_cleaned\Soto ayam\L9NA0JQXKHC9JGNXUU9A7Q3E.jpg,Soto ayam,all,3eba085cbc512d13229d09a8164c03b4,d2865a3a2e4cbcec
../foodsg-233_cleaned\steamed buns\PL010TVM0UU0HRCRU6AVXURV.jpg,steamed buns,all,1e9b35365fe1831170b59a59386dd50a,d29e5c916143e766
../foodsg-233_cleaned\char siew pau\KKTLRDZLJNZTL931UUOPNO0O.jpg,char siew pau,all,ec67d6e420c7c485170d52a71db2af51,d29e5c916143e766
../foodsg-233_cleaned\mushroom soup\OR7QYZ3OHX2UXIYF1U72ATIO.jpg,mushroom soup,all,fc40911773ad91f0433335f23c2ce8ae,d2a8c9872fde648a
../foodsg-233_cleaned\cream soup\T9IIJ6MN7QM2P5YU3BBAY18Y.jpg,cream soup,all,cb5cf80f7232cc08c7ac29e158d1c402,d2a8c9872fde648a
../foodsg-233_cleaned\sliced fish soup\ITE8BA739X967W1UHLEQKMYC.jpg,sliced fish soup,all,835683ce6b81ac07e6b2f2ea9ec87bf0,d4946b0b3d4bd03d
../foodsg-233_cleaned\Seafood Noodles Soup\SGNN198LL7AEZ9F314G1S0MT.jpg,Seafood Noodles Soup,all,bb94b30666be33fa7d69b99f3a26dc8a,d4946b0b3d4bd03d
../foodsg-233_cleaned\bee hoon\5BPJDV0KT12H4PD0OJ7QQ070.jpg,bee hoon,all,baa12ddc71ff3f3ea922597bde7b908e,d568ca25c91787da
../foodsg-233_cleaned\bee hoon\M93BT20EIY7OQTITCDY46J6F.jpg,bee hoon,all,630d5f646a0b462d43cf60afffe3c9c4,d568ca25c91787da
"../foodsg-233_cleaned\Mee siam, fried\T9MHJU08LPNR1DXIDODVBM1T.jpg","Mee siam, fried",all,8bc0bd9471d77bcadb4803def6c9a810,d6884f8d6cc51bd8
../foodsg-233_cleaned\Mee siam\WBEWHCG7Z9LBXW7LCCA8W50T.jpg,Mee siam,all,27cac1693f8fcad1d60948ecc8f5d042,d6884f8d6cc51bd8
../foodsg-233_cleaned\whole oats\UGGLC5GVFJEA6SHXKO9URE3M.jpg,whole oats,all,468072aebea7b5cdb6ef6293e6fa716d,d6d1a6a8aa4a5c37
../foodsg-233_cleaned\breakfast cereal\PUVO0OA9OH4OTS94FPSSYJWW.jpg,breakfast cereal,all,5d05d4ebc7753170fd6a659e1740c2a9,d6d1a6a8aa4a5c37
"../foodsg-233_cleaned\Bee hoon, soto\FCKN88NMQ7IUUHWY07ODPNKN.jpg","Bee hoon, soto",all,d5901eb703a014e13807e154192930ef,d7e980e30f844f93
../foodsg-233_cleaned\Mee soto\0BMLZ4WU7TA7X0CAJAJPFX7I.jpg,Mee soto,all,462eaac5b994b3025d3d8c459dc3e771,d7e980e30f844f93
../foodsg-233_cleaned\mixed vegetables\MXXKN56GO8J4N1DKR3NIQP7D.jpg,mixed vegetables,all,84c83a32da8ecc230342d14929131117,d8c873617967a32c
"../foodsg-233_cleaned\Bee hoon, goreng\6JB74OS00H8SER2O3DX477YI.jpg","Bee hoon, goreng",all,c62462fc0e0c536ee92744fe4e033d53,d8c873617967a32c
../foodsg-233_cleaned\Dumpling noodle soup\OGOZ05OYNT68BLG7O1IQ7JG1.jpg,Dumpling noodle soup,all,e2ae66063c0499eb6ab9e53fca1adcf5,d9f37be073814017
../foodsg-233_cleaned\Dumpling noodle soup\KO52OY8O15YCMPJHV3BXILW4.jpg,Dumpling noodle soup,all,9da636e7642b092f49fc3c37f581ba3b,d9f37be073814017
"../foodsg-233_cleaned\Mee siam, fried\DMPTXRB0BO8OFX98XADP5COJ.jpg","Mee siam, fried",all,187198e712ff4d22c30c0ae416b28b0f,de8760d1c39a9e68
"../foodsg-233_cleaned\Bee hoon, goreng\CZPL8KB8R29Q22MR878IROCL.jpg","Bee hoon, goreng",all,7dd4b6cd252b4da45b4af5ab75aeeba9,de8760d1c39a9e68
../foodsg-233_cleaned\Laksa\TCQ7MLFKOV5AMEJEOFPZSYG4.jpg,Laksa,all,eaf5f9c4d28ba5be868dd7d965d5569e,decbf5342e401aaa
../foodsg-233_cleaned\Laksa\WU0Y9K6L4E20CUT4KRQCJXBR.jpg,Laksa,all,56760a127df5381dccc7fde4d305e3b6,decbf5342e401aaa
"../foodsg-233_cleaned\Bee hoon, soto\QTQ7WMC64VDF1YTV7BFBWGF6.jpg","Bee hoon, soto",all,db5eb4e4183a0a006beb822bcdff68c3,dee86a9623134d9c
../foodsg-233_cleaned\bee hoon\IOW7U57ONKJRUIZGJ74L6IVK.jpg,bee hoon,all,51267f4e24af07f61dc1e27068169d8b,dee86a9623134d9c
"../foodsg-233_cleaned\Bee hoon, soto\B20QKJ6L9DVMIFWDUSRY4CXW.jpg","Bee hoon, soto",all,2018e4c70b719a3351a02e287a1ed08c,dfe310c6b10317f8
../foodsg-233_cleaned\Mee soto\H6EZ6Y4RHMRU3FG2QPP61TTT.jpg,Mee soto,all,8e6660d5e1c969fdaa851a50baa3b133,dfe310c6b10317f8
../foodsg-233_cleaned\bak chor mee\ADZMAGKI7TXNXX91ICN0R80L.jpg,bak chor mee,all,3413fe000978ee454235f582eaf4813f,e0de8bb3ae919451
../foodsg-233_cleaned\bak chor mee\FDWUP8M214BVN3QIJHOMRKT4.jpg,bak chor mee,all,d58b0dd94854f47b385ba2fc9ffde221,e0de8bb3ae919451
../foodsg-233_cleaned\vegetarian bee hoon\5ZUZTTE2UGHDWCPAU907HJ3Y.jpg,vegetarian bee hoon,all,665131876f5b6eb1b49b035009e26d4b,e2abbf18f151d450
"../foodsg-233_cleaned\Bee hoon, goreng\PFKBWNN1IX3T3IPBUKM3LHI8.jpg","Bee hoon, goreng",all,a854faeb1cac28f5aef81fca4da9cfb3,e2abbf18f151d450
"../foodsg-233_cleaned\Mee siam, fried\9QSRGMSBETFK6LA5HNSU2XF6.jpg","Mee siam, fried",all,9863081a85f673ddb96ea20d7bb47588,e2ada0d583959756
"../foodsg-233_cleaned\Mee siam, fried\90FM0FD9NJQ0026V2PXYBH00.jpg","Mee siam, fried",all,47738118b32ee12c3687d2aaee8f7737,e2ada0d583959756
"../foodsg-233_cleaned\Bee hoon, soto\62SIU91BN313NEVXS8KR4RA3.jpg","Bee hoon, soto",all,2371ab543eb0d3ca9dbdf72da9035f5b,e2ef8548562f1a65
../foodsg-233_cleaned\Mee soto\SV32SQJKM4K9EX2VAJ26RZHI.jpg,Mee soto,all,92486c1e9b4d8c1dc240e52d1428c81c,e2ef8548562f1a65
../foodsg-233_cleaned\Mee soto\S94A69SWVEB5U324REWGIAS8.jpg,Mee soto,all,e1fc61175a75ed6fcc92e13d2b519ea1,e349cbcc9c363594
../foodsg-233_cleaned\Mee soto\6G9IU4WZFVATUWXI1UYLL83K.jpg,Mee soto,all,2c48a6ef47957314246ced15225e1d8e,e349cbcc9c363594
../foodsg-233_cleaned\Bibimbap\GBD65G66H8LYWEU5K1C8T51T.jpg,Bibimbap,all,5d491d3e0bd82f3e7d637fcc7e25aa85,e39aaea591336689
../foodsg-233_cleaned\Bibimbap\P67GBNA31TCZWNAATT63R4N6.jpg,Bibimbap,all,5ca4d6d328f499a2430e8a2e1ddafc67,e39aaea591336689
../foodsg-233_cleaned\seaweed snack\NEFCUL4U34J0WXZ582QP4RP7.jpg,seaweed snack,all,50995608bb89598734434c178fffc334,e4399b6c98c3c69c
../foodsg-233_cleaned\seaweed snack\ZQC8IVDATSZ2L13ZC6LV5NR6.jpg,seaweed snack,all,99618b8db3a3a604095784fc8eae0f71,e4399b6c98c3c69c
"../foodsg-233_cleaned\Bee hoon, goreng\OZNTUAT3N7DKEGME04YQLAWX.jpg","Bee hoon, goreng",all,4704b84f814b671034d330f079299087,e45791fa29f06a8a
../foodsg-233_cleaned\vegetarian bee hoon\WWU2T2V0E240WUZC21HG0RKJ.jpg,vegetarian bee hoon,all,7cc684a0b0cee34f9dbdb6bccdcc8629,e45791fa29f06a8a
"../foodsg-233_cleaned\Mee siam, fried\V8U1S1ABIYOBIP5E60QQ9JUI.jpg","Mee siam, fried",all,46f2d65d7610e62c971636648c0e8c90,e66e45f903811f9a
../foodsg-233_cleaned\bee hoon\RN6E9OTLEMGA2A3IK3YJQ077.jpg,bee hoon,all,4fb9ae5bb500111d49f5651adc0c05a7,e66e45f903811f9a
../foodsg-233_cleaned\Soto ayam\76OX01PFN8C4189CLMW58HG7.jpg,Soto ayam,all,10025e49d843821f1647e8fc3e443c0e,ea6e5869e09083df
"../foodsg-233_cleaned\Bee hoon, soto\ZJAUNIEH1FWSIL5NSR8OKMRN.jpg","Bee hoon, soto",all,299baeb719d970d92fe00222e0c48929,ea6e5869e09083df
../foodsg-233_cleaned\Grapefruit\P12OLNHRM82249T5ZMM5IOOH.jpg,Grapefruit,all,4032a8dc43ab900bcda993608983b5e0,ea87f0b4b5d8068d
../foodsg-233_cleaned\Grapefruit\6P0Z6LYECIQ7YSM7CUG9G1PQ.jpg,Grapefruit,all,9a112daeb9cd6c2808f7483a13dd1800,ea87f0b4b5d8068d
../foodsg-233_cleaned\Kway Teow\RPYCQPUREW0PGCDO1KTRQ33W.jpg,Kway Teow,all,f6c568c168db6ac0ffe6b1242e0ecb10,eae6f62ad0b54095
../foodsg-233_cleaned\Kway Teow\97MNNVHVF3N8UPGY7LI1WILA.jpg,Kway Teow,all,7a70f8bf9c5bfe51899bb6734ca2e3d8,eae6f62ad0b54095
"../foodsg-233_cleaned\Bee hoon, goreng\IWVUK3DZ8ZSZC6AR7AYYBZY5.jpg","Bee hoon, goreng",all,783e84b4e80ce761eb04bf37a8db8a1d,eb0b9962f0f2d22a
"../foodsg-233_cleaned\Mee siam, fried\6MD8Y9ZTLL31KBR9NAI3WP8A.jpg","Mee siam, fried",all,56bf48234b0d94b11c72dc1b91954634,eb0b9962f0f2d22a
../foodsg-233_cleaned\Mee rebus\YB42GKXP1Q6FOTMP88HWK15G.jpg,Mee rebus,all,99fac20c49b742f4bead484c6d08af09,eb4fa0759051d4dc
../foodsg-233_cleaned\Mee rebus\R2QDKZSJWRERAXXGEQX9QPLU.jpg,Mee rebus,all,8f33060d245cf1bf96b07764aaaf658c,eb4fa0759051d4dc
../foodsg-233_cleaned\satay bee hoon\77T33Q0JX730LX62WIS111T0.jpg,satay bee hoon,all,cbe7c74cd5ce546248eccebd1e4827ec,ebc1bdace0908795
../foodsg-233_cleaned\satay bee hoon\70CJHPFPHW0B9ZUE2UDHDDE7.jpg,satay bee hoon,all,d0550a1c65cea5ea19355953cac4bc78,ebc1bdace0908795
../foodsg-233_cleaned\char siew\UX2K7RFZDNSEQFD652CWX78H.jpg,char siew,all,d66b557e76512e7c63df926a1cc67340,ec14c049b56fcc3d
../foodsg-233_cleaned\char siew\EQ5RSDB73EBB99PY58P1YCOI.jpg,char siew,all,aec332358c66fec087151b6318817777,ec14c049b56fcc3d
"../foodsg-233_cleaned\Bee hoon, goreng\PSI95F6CRG3AO822ZUOET5TO.jpg","Bee hoon, goreng",all,56d7094ff1d1f95adc4834f410b2bb43,ecb052c07df3aa4a
../foodsg-233_cleaned\vegetarian bee hoon\LA71418I4KXKB0NS97H6KZ82.jpg,vegetarian bee hoon,all,fa295f45eb7114c44cf6329910adf2ff,ecb052c07df3aa4a
../foodsg-233_cleaned\Mee rebus\HCVHB7R0MP5YK5F853FCR3HU.jpg,Mee rebus,all,ff7c33468ed8e6d93051e8a7c28a1c31,ed78b0e061e3a786
../foodsg-233_cleaned\Mee rebus\2X6D8RA4W4QP1PQQL390KNSF.jpg,Mee rebus,all,e614b1bce0be614c6128632af4ea6436,ed78b0e061e3a786
../foodsg-233_cleaned\mee pok\IR6K1W2HSL4OB2X5PR972JTN.jpg,mee pok,all,24dd032214591a1ea76b5b120ab173a8,f0d59b7be0c484a9
../foodsg-233_cleaned\bak chor mee\U171NLXSQUA6BHNWNA1DVQFL.jpg,bak chor mee,all,934822bd9001cfb7ed86ef306d75fb7e,f0d59b7be0c484a9
../foodsg-233_cleaned\Mee soto\0WB75Y7DD5LRGB3G9ITPA3WH.jpg,Mee soto,all,5eed0ef0e666fcefc64c9af5f022f514,f158e0c15763d746
"../foodsg-233_cleaned\Bee hoon, soto\IDOOX7HOWBCLZY6ZQ4E378RL.jpg","Bee hoon, soto",all,576d2751a8cf2f29a5f47478e15ec3b9,f158e0c15763d746
"../foodsg-233_cleaned\Bee hoon, soto\LZX9CO3FK2AKVC9FXMQZFR35.jpg","Bee hoon, soto",all,4945900e71a8be1f0d9d827d3e7e71f1,f39a820f2d6d9507
../foodsg-233_cleaned\Mee soto\FI2L1J51029JS5NJTUUEAE0Q.jpg,Mee soto,all,3aa2a4c5aee4b096a9362995767521d5,f39a820f2d6d9507
../foodsg-233_cleaned\chai tow kuay\8HM6IFQFHH82J21DGG98FWO4.jpg,chai tow kuay,all,f2e3dd29319477aa00d505c5134fb428,f46cc460c04fbcf3
../foodsg-233_cleaned\chai tow kuay\OGWLVFKDTM1RMD7SXQ248X90.jpg,chai tow kuay,all,0f7460ca53e11c9e80d3e9aa5e53770b,f46cc460c04fbcf3
"../foodsg-233_cleaned\Bee hoon, soto\1AR76XG0PW7BHEGTTUH67VZV.jpg","Bee hoon, soto",all,4f1728e13cdb85be57930440c167bda9,f4fdd0d354c25a0c
../foodsg-233_cleaned\Seafood Noodles Soup\85XIK4LAW0ZDFTLKEI5GNY86.jpg,Seafood Noodles Soup,all,1ad77416725fa517253f92a9e032a777,f4fdd0d354c25a0c
../foodsg-233_cleaned\Mee siam\FYAIN7YXS816U4XADP3AMN0B.jpg,Mee siam,all,be6dceb303fbf67cb350dedd06b796f0,f51e99a56d968990
"../foodsg-233_cleaned\Mee siam, fried\4QYU15U4UVH7LGP6ERESRD49.jpg","Mee siam, fried",all,f277678775c10003a33070d3cbe08680,f51e99a56d968990
../foodsg-233_cleaned\Soto ayam\5DMIALZ3EK1CTE5SJ2CJJXIR.jpg,Soto ayam,all,a5bf64101af5d621d3faa4659e737391,f5a1da4c49c26dd2
../foodsg-233_cleaned\Soto ayam\HFUDSZMO279ZTPJH0RNKUTRA.jpg,Soto ayam,all,1f0eb80b52433eb69fc4a9794ab905cc,f5a1da4c49c26dd2
../foodsg-233_cleaned\drunken prawn\157XLLV1FNZPRFALXFHER83U.jpg,drunken prawn,all,3b47aa728ad5fe52e9846a8fd2739f70,f65f3421ad4de481
../foodsg-233_cleaned\drunken prawn\8J7BW8YJGF0YI8GARXWCP9OE.jpg,drunken prawn,all,28172b195661825f050afc13c4e4c863,f65f3421ad4de481
../foodsg-233_cleaned\Soto ayam\1UAGY29II3S5KYZIYY1HFMLZ.jpg,Soto ayam,all,76494d7737f218164b2f95dcae19bb1d,f74b5461608d8a5f
../foodsg-233_cleaned\Soto ayam\5GBCW2GO979VOGKAH58MOXD4.jpg,Soto ayam,all,be167790c63de7556245583a5bfe0a7f,f74b5461608d8a5f
../foodsg-233_cleaned\hokkien prawn mee\FYGALJI0KQE6KYWP64UCWA9S.jpg,hokkien prawn mee,all,89893613a64a4ab734ea10e477ebc6bc,f8a80bab07983af5
../foodsg-233_cleaned\hokkien prawn mee\2HP0O3REGQSZ47IC3NSKWQ1P.jpg,hokkien prawn mee,all,d422c78f83c1fd87958ff9a92de24239,f8a80bab07983af5
../foodsg-233_cleaned\bee hoon\6UR1TL52WADKXH9LK9XFUQ7G.jpg,bee hoon,all,653e24c286452c07c24558bf049ccb66,f9a5c7968657a212
"../foodsg-233_cleaned\Bee hoon, goreng\AU7R8TBA4PQHPA2TP3Y1K953.jpg","Bee hoon, goreng",all,d50eb36163ef895efd133264ab9f8f5e,f9a5c7968657a212
../foodsg-233_cleaned\Soto ayam\YYCX3LUYEMFD2SV3AGUD61Q6.jpg,Soto ayam,all,562326990107850c87b8751d0f12c74c,f9cec09e1362668d
../foodsg-233_cleaned\Soto ayam\A32WCSVFRNCDAOI3HRWJPXCL.jpg,Soto ayam,all,e0bc15ce91bbb103ae1e1cf6b62aea97,f9cec09e1362668d
"../foodsg-233_cleaned\Bee hoon, soto\IPUSON7Q5SA4N1WBTV5X5JPH.jpg","Bee hoon, soto",all,dad536b41c2226fa83117048379573ca,fa3f6b41809c97d0
../foodsg-233_cleaned\Soto ayam\E211SE0MHK2XOWBGTUTBDLTI.jpg,Soto ayam,all,1e42e962b17d85979bfeb14cbb562544,fa3f6b41809c97d0
../foodsg-233_cleaned\honeydew\HAX8DAWPCUMXU6XGRHFQKSQX.jpg,honeydew,all,c4fe9cbe3b2349391a33554bade1ef0f,fa90b1ec9826c373
../foodsg-233_cleaned\rock melon\N4YN395L4TZUHL2IVIZ3WC4G.jpg,rock melon,all,e426af096919ec00a9a1c0910b8f9a21,fa90b1ec9826c373
../foodsg-233_cleaned\Soto ayam\QG0PKUCZBAXOV4IXTIA0UC7G.jpg,Soto ayam,all,1a333f3fe52f517a82ada7d3ce56cc61,faa48dd317b2130e
../foodsg-233_cleaned\Soto ayam\4JISE1ZRW1GGCBWOVWCMPUQ1.jpg,Soto ayam,all,85a9a24640acef75ef84be0ad8cf6423,faa48dd317b2130e
../foodsg-233_cleaned\Mee rebus\FMTYL0N4M6A9FTNTBC3WAG1D.jpg,Mee rebus,all,abddd8e0761465b723355c8d6b9b8bac,fad353042a1eb39a
../foodsg-233_cleaned\Mee rebus\FXEGH2WL4JK4IPS559JO4MH8.jpg,Mee rebus,all,46fe249e50314ccf822d43bb69808591,fad353042a1eb39a
../foodsg-233_cleaned\Mee soto\DL8QNYBPDYJ7Z3XPYLW5NY8X.jpg,Mee soto,all,e9c2cbdcb751ba09ae968d8ccf661560,fb9985c262969ac9
../foodsg-233_cleaned\Soto ayam\G1SBPJHYT0NG0QPTDVCWMZ3O.jpg,Soto ayam,all,bdba890a947bf066f056e67e272a7e10,fb9985c262969ac9
"../foodsg-233_cleaned\Bee hoon, soto\84VX5UFDNB51O0TD4AILPKEN.jpg","Bee hoon, soto",all,5319236dad3ee5c5ac5460e28d7b349a,fba6d09ad169c650
../foodsg-233_cleaned\Mee soto\GQP8WM46WN65Y1AO56VRA9J3.jpg,Mee soto,all,9ce82ba4aa3d9a77caf1bbb365c5b428,fba6d09ad169c650
../foodsg-233_cleaned\bee hoon\SB5VEVFSUSC1FEESWWQQ96LI.jpg,bee hoon,all,26959c9420a9ec96e8263be1d86f238b,fbe9b414c24acc69
"../foodsg-233_cleaned\Bee hoon, goreng\3UX5OYVQ23LO1QL0544FKSHJ.jpg","Bee hoon, goreng",all,47bc3d67b30df516119a496b4dfc9701,fbe9b414c24acc69
../foodsg-233_cleaned\mee pok\5WGAFUMBZRV1ZHD7GDUBRM7K.jpg,mee pok,all,f7aab83b1d79daac8bca5fbe7d6ce6c5,fd93b447d259980c
../foodsg-233_cleaned\bak chor mee\PJZNXO3UQU4CF79ZSG2U8SSQ.jpg,bak chor mee,all,2eea72fa56c357aa58dfd2949b414cae,fd93b447d259980c
../foodsg-233_cleaned\Mee rebus\BKE077XHZB45AVB14UGMTD36.jpg,Mee rebus,all,91280bf605512395a2eb5fa8d62d8d45,fe65a402d54dd1a9
../foodsg-233_cleaned\Mee kuah\8CL7GD7W4XKA8WY1BO8MRCIX.jpg,Mee kuah,all,7e942ae846974d6f8d3c33ffb42586fd,fe65a402d54dd1a9
../foodsg-233_cleaned\bee hoon\TL3583A4NGDEW6P6C7LCAGAA.jpg,bee hoon,all,e9a0e37242dd452af4130ea9ed0e9107,fea0eb45c077ca0c
"../foodsg-233_cleaned\Bee hoon, goreng\RLBRRHKMFNDA05P2UZEDEXDP.jpg","Bee hoon, goreng",all,32e4ca8a52bda4a5df0da8cb663fa106,fea0eb45c077ca0c
../foodsg-233_cleaned\Lontong with sayur lodeh\5BXGTF1SXU60MMYC0EWQF2RQ.jpg,Lontong with sayur lodeh,all,1b5fb1cd979113fb0251ab0f4138eca3,fee48492834b8f6c
../foodsg-233_cleaned\Lontong with sayur lodeh\RQG0WISZUYUVAWGBX4CY5C79.jpg,Lontong with sayur lodeh,all,d2c017312fecb6993096885e6971ada3,fee48492834b8f6c
