path,label,split,pred_class,confidence,flag_reason
../foodsg-233\Katsudon\O2KKMB8QC6A5NX1OY6BBIWK7.jpg,Katsudon,all,Katsudon,0.29308084,low_confidence
../foodsg-233\Katsudon\O9VE7FSA2PPJX6VV7NKMSOUY.jpg,Katsudon,all,Chinese fritters,0.08682307,low_confidence
../foodsg-233\Katsudon\OBSQQ7TX1NLZN604OFBE43N3.jpg,Katsudon,all,Snacks and Chips,0.14485967,low_confidence
../foodsg-233\Katsudon\OFB3R0LE75GE3315RYML65DI.jpg,Katsudon,all,Chinese fritters,0.16565704,low_confidence
../foodsg-233\Katsudon\ONK126K7R3D89JKPS6L515FG.jpg,Katsudon,all,Katsudon,0.21162948,low_confidence
../foodsg-233\Katsudon\OXFUGHNH2FJND1KY2ZPX6VEO.jpg,Katsudon,all,Katsudon,0.25989246,low_confidence
../foodsg-233\Katsudon\P15P479FM3GPWAAOOHMVFYFV.jpg,Katsudon,all,yuseng,0.24933414,low_confidence
../foodsg-233\Katsudon\PGBXM7CHC1AGCYJ8H2UHXBXE.jpg,Katsudon,all,"Miso ramen, with fishcake",0.28104684,low_confidence
../foodsg-233\Katsudon\Q5LDVVETPF0ITZFNAKN82UGN.jpg,Katsudon,all,Laksa,0.2085469,low_confidence
../foodsg-233\Katsudon\Q5OJCYNPRYVG8HHMJ8EV4NM1.jpg,Katsudon,all,bak kut teh,0.24774511,low_confidence
../foodsg-233\Katsudon\QZQMNZP828USIO8KJA29DAA1.jpg,Katsudon,all,Katsudon,0.17509429,low_confidence
../foodsg-233\Katsudon\R45YUBDJAZP9WVWR59P2K4MK.jpg,Katsudon,all,Laksa,0.26913568,low_confidence
../foodsg-233\Katsudon\R6EAD06E5TK4212B1HAU05C1.jpg,Katsudon,all,ice kacang,0.13190445,low_confidence
../foodsg-233\Katsudon\RVLSNAB3I9LXJNIIRTE4P7MM.jpg,Katsudon,all,Katsudon,0.20241532,low_confidence
../foodsg-233\Katsudon\S0DEKL0NGLBJ069CAD1UVEE8.jpg,Katsudon,all,Katsudon,0.21926032,low_confidence
../foodsg-233\Katsudon\S1F2A92HYGHZOYPYJRVR8C26.jpg,Katsudon,all,chawanmushi,0.1870964,low_confidence
../foodsg-233\Katsudon\S8VNA71XMRU8OPGHI3IXT5XD.jpg,Katsudon,all,Katsudon,0.1603286,low_confidence
../foodsg-233\Katsudon\SQHR3IP7NDLB0833JOPTIOQR.jpg,Katsudon,all,chicken soup,0.15631413,low_confidence
../foodsg-233\Katsudon\TA4ITL14ZTFK2ZEE6S4M2D50.jpg,Katsudon,all,Katsudon,0.22868164,low_confidence
../foodsg-233\Katsudon\TKRGV7VNO2VZ59V9K17O986H.jpg,Katsudon,all,"Pilaf, pea",0.12799992,low_confidence
../foodsg-233\Katsudon\UIRI4XM2S7YMLPLABH0H5L7G.jpg,Katsudon,all,Claypot Rice,0.23508546,low_confidence
../foodsg-233\Katsudon\UN1IPCLF5PCGNNP6PO6WZHE6.jpg,Katsudon,all,"Don, chicken teriyaki",0.20465882,low_confidence
../foodsg-233\Katsudon\V5YGWAKLDGS7VIIV0JEH7359.jpg,Katsudon,all,Katsudon,0.18840176,low_confidence
../foodsg-233\Katsudon\V64G75GBFO8NR8B11Z9EJKJ5.jpg,Katsudon,all,"Miso ramen, with fishcake",0.29225904,low_confidence
../foodsg-233\Katsudon\VWLW0FL2CYJNP6JZBVTSQQQ4.jpg,Katsudon,all,"Don, chicken teriyaki",0.21664646,low_confidence
../foodsg-233\Katsudon\W8D7BK3MSA0761ACLAV0N1RF.jpg,Katsudon,all,chawanmushi,0.29573753,low_confidence
../foodsg-233\Katsudon\WCMNF85XM0RNQYN3Q0UQQY4L.jpg,Katsudon,all,"Rice, chicken katsu with Japanese curry",0.2045288,low_confidence
../foodsg-233\Katsudon\WJOSPQQ633TPKS7YHCCBI5FI.jpg,Katsudon,all,Kway Teow,0.24398641,low_confidence
../foodsg-233\Katsudon\WNUI5DKND5AYQTLDIIJBGY85.jpg,Katsudon,all,chawanmushi,0.19840491,low_confidence
../foodsg-233\Katsudon\WSYLWS6V0DXEF79HOG0TQ8X0.jpg,Katsudon,all,Katsudon,0.19647753,low_confidence
../foodsg-233\Katsudon\WXH9XV5UX9ZHLIELK20Y3539.jpg,Katsudon,all,chin chow drink,0.16384003,low_confidence
../foodsg-233\Katsudon\X6LFMWH7JCORDKC1NWWQ4OOX.jpg,Katsudon,all,Chinese fritters,0.20770828,low_confidence
../foodsg-233\Katsudon\XCFDWEV71AVM9K2DDPZ72RW0.jpg,Katsudon,all,Katsudon,0.16041297,low_confidence
../foodsg-233\Katsudon\XTQQZ6LZJKFTX4096E2XNN26.jpg,Katsudon,all,hotplate tofu,0.20285985,low_confidence
../foodsg-233\Katsudon\Y3BDBLVZ4Z0SSWFM8DCBMPGY.jpg,Katsudon,all,"Miso ramen, with fishcake",0.17513236,low_confidence
../foodsg-233\Katsudon\YM4SJ31JGAS4UUU53UMD1UWV.jpg,Katsudon,all,Tauhu Goreng,0.21790983,low_confidence
../foodsg-233\Katsudon\ZQ4M60TA4B45U24PJUHY4FWO.jpg,Katsudon,all,Katsudon,0.27879187,low_confidence
../foodsg-233\Katsudon\ZZTCT9HCP6XJLBC3XSO3OR7Q.jpg,Katsudon,all,Katsudon,0.106067844,low_confidence
../foodsg-233\kaya toast\0KMI28E4YV7AYHUWAKYLLVHF.jpg,kaya toast,all,cake,0.111744314,low_confidence
../foodsg-233\kaya toast\0L09SQZQJRVXAAVX9JAT8BWW.jpg,kaya toast,all,yogurt,0.23308474,low_confidence
../foodsg-233\kaya toast\1I29KJZOARWDJI3EEF0OMX9V.jpg,kaya toast,all,fried fish,0.13813032,low_confidence
../foodsg-233\kaya toast\1IDKAJMHSE6Q98U6XVNKHEOT.jpg,kaya toast,all,kaya toast,0.24686864,low_confidence
../foodsg-233\kaya toast\1O6ZMJXC496V6V632Q8A9O1T.jpg,kaya toast,all,Kopi Teh Milo,0.24581178,low_confidence
../foodsg-233\kaya toast\2KZ2W238NUBN9I1R8S1722OE.jpg,kaya toast,all,steamed buns,0.27079433,low_confidence
../foodsg-233\kaya toast\3HFJBXAXONK20O4V5MJCIEW8.jpg,kaya toast,all,mushroom soup,0.20862634,low_confidence
../foodsg-233\kaya toast\4762V0YUNCD9P0FK46NGODIR.jpg,kaya toast,all,Indian Pancake,0.2496905,low_confidence
../foodsg-233\kaya toast\4Q1I3IFFKFQKDBXDKVUGD1LL.jpg,kaya toast,all,pineapple tarts,0.2817442,low_confidence
../foodsg-233\kaya toast\6ADS09S3ABD5DS8PQU10A2NK.jpg,kaya toast,all,siew mai,0.11266705,low_confidence
../foodsg-233\kaya toast\76K1SMBRAT7Q5AD0KG4MK892.jpg,kaya toast,all,cake,0.17979562,low_confidence
../foodsg-233\kaya toast\8BZPSL9WCQM7XARSOXX3GNSK.jpg,kaya toast,all,char siew pau,0.28166294,low_confidence
../foodsg-233\kaya toast\8OZUDPCEVUJFO70YQMKCGK55.jpg,kaya toast,all,Chinese fritters,0.26730263,low_confidence
../foodsg-233\kaya toast\8WMCWZ8HE0EYRLJ2DU32F95Q.jpg,kaya toast,all,cheng tng,0.15040025,low_confidence
../foodsg-233\kaya toast\9PVMH7ZIPKEJJ64VQB6B5Y0V.jpg,kaya toast,all,kaya toast,0.2667797,low_confidence
../foodsg-233\kaya toast\9SWSBLMY25U61PL9WM14AZK0.jpg,kaya toast,all,kaya toast,0.29882234,low_confidence
../foodsg-233\kaya toast\9VOUEXPM4RAD7288Z4PLLYLK.jpg,kaya toast,all,pancake,0.21215992,low_confidence
../foodsg-233\kaya toast\9Z2QYCT73SK7H74OMIWMKPMO.jpg,kaya toast,all,sandwich,0.21317928,low_confidence
../foodsg-233\kaya toast\B3BYD5MIYEWTKXCUBLA657BV.jpg,kaya toast,all,kaya toast,0.27581078,low_confidence
../foodsg-233\kaya toast\BNIRQ2DPP1XIBR1IQPQLXYDS.jpg,kaya toast,all,Grapefruit,0.23504622,low_confidence
../foodsg-233\kaya toast\DES6RYVHDWCZIK237RECIAWC.jpg,kaya toast,all,kaya toast,0.21786979,low_confidence
../foodsg-233\kaya toast\E6MG5U7IRF35PIJU5YLOHGHU.jpg,kaya toast,all,kaya toast,0.29614604,low_confidence
../foodsg-233\kaya toast\EGBRK8CKTDMVNPCJG86G3FDD.jpg,kaya toast,all,kaya toast,0.1632962,low_confidence
../foodsg-233\kaya toast\G50LDCQAI12VDC57ERJW8E4F.jpg,kaya toast,all,Chocolate,0.23095185,low_confidence
../foodsg-233\kaya toast\G6G0KUYLMH6YSPB9ZPO1VDB3.jpg,kaya toast,all,kaya toast,0.15786979,low_confidence
../foodsg-233\kaya toast\G9OZLJ043NEJQRME3IRHEFH9.jpg,kaya toast,all,kaya toast,0.28981668,low_confidence
../foodsg-233\kaya toast\H4TAGY5XV9T64ZRBZ1G9E1Y4.jpg,kaya toast,all,rock melon,0.27441573,low_confidence
../foodsg-233\kaya toast\HC9IVX8EJD2B1DGJXWOIYFAC.jpg,kaya toast,all,kaya toast,0.2067967,low_confidence
../foodsg-233\kaya toast\I5HG4S4LHZ48TGXA192U1A84.jpg,kaya toast,all,drunken prawn,0.17133887,low_confidence
../foodsg-233\kaya toast\J0Q8KCJNE9T20RRVLXBFNAOO.jpg,kaya toast,all,pancake,0.2952126,low_confidence
../foodsg-233\kaya toast\JD5SDHRKX0VCMVTKDDG8YTNE.jpg,kaya toast,all,CNY love letter,0.17669861,low_confidence
../foodsg-233\kaya toast\JFC6QXMLWRNE9GBKQIF24P4P.jpg,kaya toast,all,kaya toast,0.20001507,low_confidence
../foodsg-233\kaya toast\JMMKA2VGYJAHGZ6AG1CHVP2S.jpg,kaya toast,all,kaya toast,0.25525168,low_confidence
../foodsg-233\kaya toast\KPLWGEISDZR7H6RYJYETBIFN.jpg,kaya toast,all,Peanut Pancake,0.21643583,low_confidence
../foodsg-233\kaya toast\LB9UE55PJB3NZHJDNCH6K43A.jpg,kaya toast,all,yuseng,0.19415107,low_confidence
../foodsg-233\kaya toast\LMSPBL8GX3D2HFF7T8JSS03I.jpg,kaya toast,all,kaya toast,0.28678256,low_confidence
../foodsg-233\kaya toast\MSXXQ94X5AW18O4US057TGJK.jpg,kaya toast,all,bagel & croissant,0.102677874,low_confidence
../foodsg-233\kaya toast\N16KOH5I1SC9S075BL6VH3X9.jpg,kaya toast,all,satay bee hoon,0.2996347,low_confidence
../foodsg-233\kaya toast\NUQ35ZV7EM4A4XXOG7D7ACNA.jpg,kaya toast,all,tacos and nachos,0.20412868,low_confidence
../foodsg-233\kaya toast\NY0XSUQN9XAOYO5M98FV63DF.jpg,kaya toast,all,kueh lapis - rainbow,0.28851557,low_confidence
../foodsg-233\kaya toast\Q138L7XGMXS5FDAFL2RGXDC6.jpg,kaya toast,all,Indian Prata,0.18463917,low_confidence
../foodsg-233\kaya toast\Q7OSKOB30VXHLKUR90SDFC6W.jpg,kaya toast,all,pancake,0.1979823,low_confidence
../foodsg-233\kaya toast\T60Z2O61ZB3JZSVGU8ZJ6EAV.jpg,kaya toast,all,bagel & croissant,0.12183662,low_confidence
../foodsg-233\kaya toast\TBZKQ8X68VHYO9299218ZR9J.jpg,kaya toast,all,salmon - grilled,0.2309624,low_confidence
../foodsg-233\kaya toast\TX3R1YQG0KFP2PAINZJRFIEL.jpg,kaya toast,all,Kopi Teh Milo,0.15949556,low_confidence
../foodsg-233\kaya toast\V6YS0LJ9RBJR69XQHV7W0GX8.jpg,kaya toast,all,cake,0.22810002,low_confidence
../foodsg-233\kaya toast\VRLEG2U4D4SSQSIQ7IM5T2GR.jpg,kaya toast,all,roti john,0.13096616,low_confidence
../foodsg-233\kaya toast\W5HIO5J4F8D0CSD5Z82FF0P5.jpg,kaya toast,all,hotplate tofu,0.109008625,low_confidence
../foodsg-233\kaya toast\WQ37ZNYKULOZGCUCOGPV4CO6.jpg,kaya toast,all,kaya toast,0.17620263,low_confidence
../foodsg-233\kaya toast\ZX4HLFSEK728FJMAF0LRW86Y.jpg,kaya toast,all,pineapple tarts,0.18721022,low_confidence
../foodsg-233\kebab - beef\07G39MSVTR8I09X3XDTTOTTL.jpg,kebab - beef,all,Grape,0.1679984,low_confidence
../foodsg-233\kebab - beef\09Y0EMM3YO5CQMKKJZXSG368.jpg,kebab - beef,all,rojak,0.16293989,low_confidence
../foodsg-233\kebab - beef\0BUBK0OCO6IX2328F9BU5NTS.jpg,kebab - beef,all,meatball,0.2548241,low_confidence
../foodsg-233\kebab - beef\0JSDHCNNSDELTPZKCNI334SK.jpg,kebab - beef,all,kebab - beef,0.199299,low_confidence
../foodsg-233\kebab - beef\11YZ51B9HG1OGNZAY1RW2S5P.jpg,kebab - beef,all,satay,0.23785591,low_confidence
../foodsg-233\kebab - beef\1GK1NYZR7B066HM0G889T69C.jpg,kebab - beef,all,kebab - beef,0.26038232,low_confidence
../foodsg-233\kebab - beef\1SGCUAPAVCU7CDNSIN2I3QKJ.jpg,kebab - beef,all,Sweets,0.121794105,low_confidence
../foodsg-233\kebab - beef\1YAN0QPZGNEK54FNM3WGQPDV.jpg,kebab - beef,all,pasta - fettuccine,0.17372072,low_confidence
../foodsg-233\kebab - beef\2BKEB0AC99NZ6EB27YAW5OZP.jpg,kebab - beef,all,sandwich,0.2646624,low_confidence
../foodsg-233\kebab - beef\3GWU0WRWIQWYZJWU1XTS1YLY.jpg,kebab - beef,all,kebab - beef,0.23438573,low_confidence
../foodsg-233\kebab - beef\5WB2ZWCC3V7D7N11KHZ1HI79.jpg,kebab - beef,all,salad,0.21403308,low_confidence
../foodsg-233\kebab - beef\62VXQQILUZOHYMZTVD952OWY.jpg,kebab - beef,all,kebab - chicken,0.21758015,low_confidence
../foodsg-233\kebab - beef\64K8L4QTM0P8QRLVV71XBUS8.jpg,kebab - beef,all,kebab - beef,0.2892978,low_confidence
../foodsg-233\kebab - beef\66P3GOYPZ3OZQVMCLPZOHNHH.jpg,kebab - beef,all,ngoh hiang,0.12341109,low_confidence
../foodsg-233\kebab - beef\790BPO17TEW5IL2AM0MVRTDA.jpg,kebab - beef,all,pancake,0.08326105,low_confidence
../foodsg-233\kebab - beef\7XFE1Y9KRI08L33V6L68FM7M.jpg,kebab - beef,all,Snacks and Chips,0.24545881,low_confidence
../foodsg-233\kebab - beef\80SFLPBUKWQYTP4BTJ05VE1V.jpg,kebab - beef,all,kebab - beef,0.113627434,low_confidence
../foodsg-233\kebab - beef\9CS36R53N3MQ8WO3W6ZQK7AL.jpg,kebab - beef,all,char siew,0.15107545,low_confidence
../foodsg-233\kebab - beef\9F3THAXPYTBWTT2K0GYV0Y99.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.092523955,low_confidence
../foodsg-233\kebab - beef\9J4HX9X4C77BGOOSZELP6AO3.jpg,kebab - beef,all,fried fish,0.23880859,low_confidence
../foodsg-233\kebab - beef\9K2J5CVWBDG1AK2DDETVU0GQ.jpg,kebab - beef,all,sirloin steak,0.28860295,low_confidence
../foodsg-233\kebab - beef\A14JUPTPUTPXFNG478V5JUKP.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.12308654,low_confidence
../foodsg-233\kebab - beef\ADEQV0PNN4TT6C7F5LQGPTKY.jpg,kebab - beef,all,kebab - beef,0.2546557,low_confidence
../foodsg-233\kebab - beef\AMJHHP49NGFW3WXYGQXF7CNF.jpg,kebab - beef,all,kebab - beef,0.2692868,low_confidence
../foodsg-233\kebab - beef\B3BNCDGI9RKWXTEXX3TW412F.jpg,kebab - beef,all,kebab - chicken,0.24366993,low_confidence
../foodsg-233\kebab - beef\B9W7P8APAT0Q9DJSFZZWMPSF.jpg,kebab - beef,all,kebab - beef,0.18506458,low_confidence
../foodsg-233\kebab - beef\BFXI5X938J9U58UE7COTI8YH.jpg,kebab - beef,all,kebab - chicken,0.2652241,low_confidence
../foodsg-233\kebab - beef\BWSS6PD4IVRMD8CDQBH5B7K8.jpg,kebab - beef,all,tom yum noodle soup,0.14823867,low_confidence
../foodsg-233\kebab - beef\C1AKCJ84826FZWSEEBAQYUZS.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.2521148,low_confidence
../foodsg-233\kebab - beef\CTEU6WE68CJALD4B0ZCKOBM6.jpg,kebab - beef,all,biscuit,0.20571108,low_confidence
../foodsg-233\kebab - beef\CVYSQB78RONPZPGS5R5FB28V.jpg,kebab - beef,all,kebab - beef,0.19846016,low_confidence
../foodsg-233\kebab - beef\D08S0LAMECQEYZ1XB2FSRGUI.jpg,kebab - beef,all,kebab - beef,0.2540332,low_confidence
../foodsg-233\kebab - beef\DOS746LNFBOFVGZ1X5KQQJAL.jpg,kebab - beef,all,rojak,0.16969828,low_confidence
../foodsg-233\kebab - beef\E3OTAZTJVCSBMKW1Q96BLWHR.jpg,kebab - beef,all,satay,0.1286984,low_confidence
../foodsg-233\kebab - beef\EQ6HA4C95JH5CZP7SBBCZQ6V.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.10146156,low_confidence
../foodsg-233\kebab - beef\ESM95VH3YF428M17EA8QFXNM.jpg,kebab - beef,all,Chocolate,0.29899445,low_confidence
../foodsg-233\kebab - beef\FK3LHBJQKSRWSWF6U41LNS9P.jpg,kebab - beef,all,kebab - beef,0.24837422,low_confidence
../foodsg-233\kebab - beef\FX00YI3HM8EOPNPCIF147513.jpg,kebab - beef,all,kebab - beef,0.20537838,low_confidence
../foodsg-233\kebab - beef\H1YPPT919YJ3ZWMW0UYTV7PF.jpg,kebab - beef,all,kebab - chicken,0.25156587,low_confidence
../foodsg-233\kebab - beef\H8ZV4G6IELK165HAF619N7Q5.jpg,kebab - beef,all,kebab - beef,0.22279221,low_confidence
../foodsg-233\kebab - beef\I4AEMOM9XTAE9C2J5161RU3D.jpg,kebab - beef,all,mixed vegetables,0.07259282,low_confidence
../foodsg-233\kebab - beef\I7BX2FRZXKV55WKZ87INJRTA.jpg,kebab - beef,all,kebab - beef,0.21183364,low_confidence
../foodsg-233\kebab - beef\IOSM0XZC1WWEBPZBPNRT3WUV.jpg,kebab - beef,all,salad,0.27825457,low_confidence
../foodsg-233\kebab - beef\IRW70PUWOP1J9XHT6WDHD7IV.jpg,kebab - beef,all,tacos and nachos,0.1257897,low_confidence
../foodsg-233\kebab - beef\J1SA8VW0OSYLZVEZRVZH5VY8.jpg,kebab - beef,all,Chocolate,0.15790524,low_confidence
../foodsg-233\kebab - beef\JC91BTK9SG5UIYPE7KQCHA57.jpg,kebab - beef,all,sirloin steak,0.21887508,low_confidence
../foodsg-233\kebab - beef\JKYCY0U72R88S8IMUPDWL3GO.jpg,kebab - beef,all,buckwheat,0.27097479,low_confidence
../foodsg-233\kebab - beef\K4TTMGXQDEX09QR2H1PVUH8C.jpg,kebab - beef,all,sirloin steak,0.29991382,low_confidence
../foodsg-233\kebab - beef\KFQOPOXZUJZX5VB8FLJA6AXQ.jpg,kebab - beef,all,kebab - beef,0.23522338,low_confidence
../foodsg-233\kebab - beef\KMEFSWS5YPJZMUP5VLPZ1Q4P.jpg,kebab - beef,all,Chinese fritters,0.15962969,low_confidence
../foodsg-233\kebab - beef\L9HK28JWM38RCJSECA4A2E9H.jpg,kebab - beef,all,mixed grills,0.22728506,low_confidence
../foodsg-233\kebab - beef\LLQB8BVSOWULF5HD9BMOMKPW.jpg,kebab - beef,all,"Don, chicken teriyaki",0.071358435,low_confidence
../foodsg-233\kebab - beef\LZ5EM36Y5QU9VI2O1T4T4GO6.jpg,kebab - beef,all,mixed vegetables,0.13834743,low_confidence
../foodsg-233\kebab - beef\N7DED1OT8CHP001MSLZPDUL8.jpg,kebab - beef,all,kebab - beef,0.14545691,low_confidence
../foodsg-233\kebab - beef\O34IR7VUZ9IIRB8BMPR9VZBY.jpg,kebab - beef,all,kebab - beef,0.27931595,low_confidence
../foodsg-233\kebab - beef\OPCO9P523SH88FC6NC1MBPAT.jpg,kebab - beef,all,kebab - beef,0.29286438,low_confidence
../foodsg-233\kebab - beef\ORHB1XXVUDY2J0148CG75YKY.jpg,kebab - beef,all,kebab - beef,0.28517556,low_confidence
../foodsg-233\kebab - beef\RM595CKXWU8WR385SWIMQ2TE.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.23575391,low_confidence
../foodsg-233\kebab - beef\RR83ZW3KUK97GPPWEVWU5P4V.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.295523,low_confidence
../foodsg-233\kebab - beef\SB0T2IGXY2AZCMF6VJFGULHC.jpg,kebab - beef,all,Pung Kueh,0.26265875,low_confidence
../foodsg-233\kebab - beef\ST424UXIO8JPARA4SI0GM41K.jpg,kebab - beef,all,chawanmushi,0.18974733,low_confidence
../foodsg-233\kebab - beef\TLVPAVCXSZD2GPE4AHKPYZMT.jpg,kebab - beef,all,meatball,0.2093937,low_confidence
../foodsg-233\kebab - beef\TO5M67BJ9E8MKZG1OQWBJ01E.jpg,kebab - beef,all,kebab - beef,0.25451848,low_confidence
../foodsg-233\kebab - beef\TQ6BC6NNZ0Z725IACKKC819N.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.12226851,low_confidence
../foodsg-233\kebab - beef\UAR38JG898L2KJATY11JYHMN.jpg,kebab - beef,all,ice kacang,0.23773104,low_confidence
../foodsg-233\kebab - beef\VL8U7TN3DOH84QPXYZY47OMP.jpg,kebab - beef,all,Snacks and Chips,0.21986094,low_confidence
../foodsg-233\kebab - beef\W6M4FPYMPS1BS8RH316I6PQA.jpg,kebab - beef,all,chai tow kuay,0.14614798,low_confidence
../foodsg-233\kebab - beef\WBTXB8K14HKXHQLLCR5QJVU4.jpg,kebab - beef,all,kebab - beef,0.2514054,low_confidence
../foodsg-233\kebab - beef\WWS92F6JC40VOW9MVYK4CKMX.jpg,kebab - beef,all,kebab - beef,0.24828434,low_confidence
../foodsg-233\kebab - beef\X238NAF4LFFX94VJ5FK244XK.jpg,kebab - beef,all,Snacks and Chips,0.27327952,low_confidence
../foodsg-233\kebab - beef\XEGLJ0TVCG26WJUWRRBDE8IP.jpg,kebab - beef,all,"Rice, korean bulgogi beef",0.18353343,low_confidence
../foodsg-233\kebab - beef\XHYW9H8UHU7LTRX1E5T6WBPW.jpg,kebab - beef,all,mixed grills,0.29512534,low_confidence
../foodsg-233\kebab - beef\XIX6TI302PDSXJG8NL9NCC14.jpg,kebab - beef,all,kebab - chicken,0.23258682,low_confidence
../foodsg-233\kebab - beef\XQ92KIJG8Z3TYUP5XRVXNCQC.jpg,kebab - beef,all,Chinese fritters,0.2837057,low_confidence
../foodsg-233\kebab - beef\Y2RI01RRG526M4025S9SALBY.jpg,kebab - beef,all,kebab - beef,0.26754075,low_confidence
../foodsg-233\kebab - beef\Y3TPX70MQTE78R953VLU276D.jpg,kebab - beef,all,kebab - chicken,0.257116,low_confidence
../foodsg-233\kebab - beef\ZMO8KB03B8LGWWGWG3IDX47B.jpg,kebab - beef,all,ngoh hiang,0.26159662,low_confidence
../foodsg-233\kebab - chicken\04YL44N6O40L63AOH5UM2A4K.jpg,kebab - chicken,all,Duck Rice,0.05919356,low_confidence
../foodsg-233\kebab - chicken\0EP0KI618Z6U1IAIJZFYFZA8.jpg,kebab - chicken,all,kebab - chicken,0.19351783,low_confidence
../foodsg-233\kebab - chicken\0RA6A7NNHTKCR5WWGSW78SU5.jpg,kebab - chicken,all,kebab - chicken,0.16387571,low_confidence
../foodsg-233\kebab - chicken\1401031AK7FSPCD6ANOK0IG9.jpg,kebab - chicken,all,drunken prawn,0.21094365,low_confidence
../foodsg-233\kebab - chicken\1VMO5BB0CYYUAN6HF8GSA03G.jpg,kebab - chicken,all,waffle,0.19643253,low_confidence
../foodsg-233\kebab - chicken\24OLG4DWVAO2RWMYXPA97VQZ.jpg,kebab - chicken,all,Katsudon,0.24020638,low_confidence
../foodsg-233\kebab - chicken\24WWVT7KB8W6249FZOV8ZWRD.jpg,kebab - chicken,all,kebab - chicken,0.21952069,low_confidence
../foodsg-233\kebab - chicken\2LH9KZ9EFOHGQW8OS7V193QW.jpg,kebab - chicken,all,dumpling,0.1882009,low_confidence
../foodsg-233\kebab - chicken\2X2K2W9T1ENC7N0E9NUMNIEF.jpg,kebab - chicken,all,salmon - grilled,0.21372354,low_confidence
../foodsg-233\kebab - chicken\313VD2SAZC8795SVJH1W1RKG.jpg,kebab - chicken,all,tandoori chicken,0.1874251,low_confidence
../foodsg-233\kebab - chicken\36BFUITW8RFMZE9DZ12UUTH1.jpg,kebab - chicken,all,mixed vegetables,0.22096443,low_confidence
../foodsg-233\kebab - chicken\38Q3J7Y3VI3EC23MTT7TFX6I.jpg,kebab - chicken,all,kebab - chicken,0.2630668,low_confidence
../foodsg-233\kebab - chicken\3MRZMMDY5A2PI9MLXP85QQYV.jpg,kebab - chicken,all,Sweets,0.2542606,low_confidence
../foodsg-233\kebab - chicken\3XNP8OYQ4DWNHX7X738677TT.jpg,kebab - chicken,all,kebab - chicken,0.09505932,low_confidence
../foodsg-233\kebab - chicken\44T4WKLHHNAUZZ97HACLJH0A.jpg,kebab - chicken,all,fried prawn,0.15958524,low_confidence
../foodsg-233\kebab - chicken\48OBIY4Z08FAVQS9L7NYX6GA.jpg,kebab - chicken,all,kebab - beef,0.2926619,low_confidence
../foodsg-233\kebab - chicken\4PFKSL58YSF1BNIPQBCT7TET.jpg,kebab - chicken,all,breakfast cereal,0.13113783,low_confidence
../foodsg-233\kebab - chicken\4QOS7JJPOBJF8DHLQP52FWYH.jpg,kebab - chicken,all,"Miso ramen, with fishcake",0.11394504,low_confidence
../foodsg-233\kebab - chicken\50TRE4VBJYOKD2Z93CN29MB9.jpg,kebab - chicken,all,sushi,0.10364061,low_confidence
../foodsg-233\kebab - chicken\5TJ2LHLVXQBZVDM14KRAF64F.jpg,kebab - chicken,all,durian,0.21318994,low_confidence
../foodsg-233\kebab - chicken\5YFNKUWMQ9CBEGM27PG2K5AX.jpg,kebab - chicken,all,"Rice, with dakgalbi",0.21637458,low_confidence
../foodsg-233\kebab - chicken\690M7606XBKAXE4NDA0SS7AD.jpg,kebab - chicken,all,vadai,0.16939116,low_confidence
../foodsg-233\kebab - chicken\6C3TIVY4FHUBT2FEDSGFPNRW.jpg,kebab - chicken,all,Tauhu Goreng,0.2269371,low_confidence
../foodsg-233\kebab - chicken\6CICF6KY7WRNIC3EWV8CM2AQ.jpg,kebab - chicken,all,sushi,0.17005384,low_confidence
../foodsg-233\kebab - chicken\6YWCWVPKRCMTD4Y2WS2SCJPX.jpg,kebab - chicken,all,Snacks and Chips,0.25777775,low_confidence
../foodsg-233\kebab - chicken\7KBRGY70YYMFAO1R1I591XFM.jpg,kebab - chicken,all,Laksa,0.14487483,low_confidence
../foodsg-233\kebab - chicken\7W1X0LJKXB201HG1RGNIX0ZA.jpg,kebab - chicken,all,kebab - chicken,0.24793048,low_confidence
../foodsg-233\kebab - chicken\84W5GJHPS37JB9H973P2K8RU.jpg,kebab - chicken,all,kebab - chicken,0.28010482,low_confidence
../foodsg-233\kebab - chicken\8BD4MY1FSZ4Y10570ZDOIV6Y.jpg,kebab - chicken,all,Sweets,0.2615202,low_confidence
../foodsg-233\kebab - chicken\8HE6A4GQQJGYO8XFO5TH1JWN.jpg,kebab - chicken,all,kebab - beef,0.2696477,low_confidence
../foodsg-233\kebab - chicken\8JB1ITM2ED3VD5XI1E36ERQW.jpg,kebab - chicken,all,vadai,0.26725888,low_confidence
../foodsg-233\kebab - chicken\8KM70E6WASSLWNZNSWMQMABG.jpg,kebab - chicken,all,cherries,0.2325209,low_confidence
../foodsg-233\kebab - chicken\8M0T33484322NC6HJW5QUZZA.jpg,kebab - chicken,all,french fries,0.088221274,low_confidence
