path,label,split,md5,phash
../foodsg-233\satay\MDIHGQJ71Z35FYKQIGG1JDZJ.jpg,satay,all,55395ecf76c9e59e85dc6f5f65a35c6c,add0881fb6de106b
../foodsg-233\Macaroni\QVO11A4U3B39O73QDMZ51915.jpg,Macaroni,all,f705fc0aa9509974f7120d01fccbf15b,add0881fb6de106b
../foodsg-233\pitaya\B2LQ0KR3YKHSVCTDGZMB9AFI.jpg,pitaya,all,213358aa567dbfb9a7404256b449adda,add0946bf33dc04c
../foodsg-233\pitaya\ORMZ23BZ641TZSGKC8U4Q9BB.jpg,pitaya,all,e7ea94709dafd3539db5ffb167d84ad7,add0946bf33dc04c
../foodsg-233\siew mai\XISDHMQZ6ZOTJHT7USA2NSA5.jpg,siew mai,all,b789b403066b2912bd0b029076f1e70d,add0b449c3079f2d
../foodsg-233\siew mai\A03X3D0J718L1L5VRR6OJL1Q.jpg,siew mai,all,b94a0ae8ba54eef3e604d6658cedf570,add0b449c3079f2d
../foodsg-233\Mee bandung\KK0VDJ6OKCJ3ZTN4WOZTRN0I.jpg,Mee bandung,all,1ae2c0ce87dc1f4924f55ae3ce647f37,add1cea4d1c5508f
../foodsg-233\Mee rebus\ZVIEEF0195SLP8ND9VONOXXT.jpg,Mee rebus,all,9df355f34914101f48eceacfba566ec9,add1cea4d1c5508f
../foodsg-233\vadai\OTDMRC0SXPRRLBXLJIWHDNUD.jpg,vadai,all,035badf9f8f16398933b450f470cc256,add1d14c7251cf62
../foodsg-233\vadai\2EBN8BYA737ZMV2TDB6YOTAK.jpg,vadai,all,64c4a48cba694dbb59be04caeeaf4cb5,add1d14c7251cf62
../foodsg-233\satay bee hoon\SU3QV3WZMH3T3R8E4GVLJWJI.jpg,satay bee hoon,all,2f7f39f36f0ae1dcd0515ae882f7e735,add6d009cf383c63
../foodsg-233\satay bee hoon\N7U2MSLAJPBDB0O1QRYRCMNX.jpg,satay bee hoon,all,537fcc0c97675c50a9216d9756fc7c1d,add6d009cf383c63
../foodsg-233\bee hoon\90QS9UXE108ED5RBRZ0TICFR.jpg,bee hoon,all,3d16870daecd5100ffa3dd52e50dadf8,ae04947c5e6d65e4
"../foodsg-233\Bee hoon, goreng\1OV1TY4LF6309F72H1J9SW0I.jpg","Bee hoon, goreng",all,24bbf71da6f656401e9f576e9d9f5ae5,ae04947c5e6d65e4
../foodsg-233\yong tau foo\VY0LP254IH6KIINTQPSOC09R.jpg,yong tau foo,all,131e112b3ee001599cdf57ba68030193,ae14e13f8ff48c60
../foodsg-233\yong tau foo\LMTPFY57C4A123PBPMNJGR9K.jpg,yong tau foo,all,192a78dbd7246ce531dc1a80399c705d,ae14e13f8ff48c60
../foodsg-233\goreng pisang\TM08IC5L1OLMWTH5M51I3725.jpg,goreng pisang,all,2bcb933415b3d9e5f24fdb70fc3d1c96,ae152973616f64c9
../foodsg-233\goreng pisang\VQHSLNIYP9LMPOYSQAMFU0DE.jpg,goreng pisang,all,a82474cddfd4677b3a3f97efabe3bdcb,ae152973616f64c9
../foodsg-233\begedil\GL761M5WIX38MBUY8S5AOQ6E.jpg,begedil,all,db18bc2e29b8542d4b6f6841c729f0c2,ae3ed9c4e428e18d
../foodsg-233\begedil\0X7TK6G4EIW3HLTPLGR2RHNL.jpg,begedil,all,44914ed03b879e7d0d171290cb0f34b3,ae3ed9c4e428e18d
"../foodsg-233\Bee hoon, soto\WW3UJWR1VTHXO6H38HDFGUR1.jpg","Bee hoon, soto",all,6fb6f333fffb967d48c24a213f12de53,ae4505ea4f446e8f
../foodsg-233\Soto ayam\GAD3F71XENJIY1C331ML4G3D.jpg,Soto ayam,all,abad20caf52dfc4f183d62803841acc7,ae4505ea4f446e8f
../foodsg-233\kway chap\49ILDZ1J1QYYZVBQ967C5FY6.jpg,kway chap,all,48e765dffd82ad1c11d0c17a8e6ab70f,ae62397ffe90a005
../foodsg-233\kway chap\XZYH7CELGKAR3SL109JP1TBU.jpg,kway chap,all,9fce5efe4726b5ae6da0d8a2b551c924,ae62397ffe90a005
../foodsg-233\pitaya\BHKSZR11F37L6Q3J2VBMX3DQ.jpg,pitaya,all,45d17dac7aca6e68a6f7d185bb26546e,ae6c8686cb878dc9
../foodsg-233\pitaya\CEK21APDD9AHB297SSLKYEDH.jpg,pitaya,all,b8bacf26d7d065c4e2a809acb5200b00,ae6c8686cb878dc9
../foodsg-233\bak chor mee\LEZ17LHPE36ZA3V9T44HKF2Z.jpg,bak chor mee,all,9e04952213c7eb5bd54aac735bd174bc,ae71a19ac54d9659
"../foodsg-233\Wanton mee, dry\UCZD5HHC87RQJDNRW7T8C9ZT.jpg","Wanton mee, dry",all,5b1ba37691190eb3302b052d498d531a,ae71a19ac54d9659
../foodsg-233\pig organ soup\003FGGVIAA13WE3U416RKC88.jpg,pig organ soup,all,77525696d258cda14353b2be0d660e58,ae819106cc7ee3f8
../foodsg-233\pig organ soup\SM3B7BR9M8NSUIKCISH9TDTJ.jpg,pig organ soup,all,ea5fc33628b7e7502914dbf8c756d67c,ae819106cc7ee3f8
../foodsg-233\pancake\FDL4HX9GUQXKNSF5T4KNS433.jpg,pancake,all,d1a14516cf44951d4379835eabead095,ae85871a9178ccf9
../foodsg-233\pancake\YEC5PZS17AWKMWFI193G18V9.jpg,pancake,all,316433e5f72f6bc09f11087fcb7ec860,ae85871a9178ccf9
../foodsg-233\Kway Teow\1VVZ3JYPN7F4FPEU5PZXPS2G.jpg,Kway Teow,all,8d5edeeb5493bbec575aea3a643caa39,ae86b831a25ccfe2
../foodsg-233\Kway Teow\GXTYST4WNPVGJMM0WVFU2RSN.jpg,Kway Teow,all,446fd9e511db905469a7481ed72ae9b3,ae86b831a25ccfe2
../foodsg-233\chicken masala\5P7FDR8EHQQDBVU4Z4EDFPZU.jpg,chicken masala,all,18c8a728974131eab02ab3096d13b994,ae8c853c8b799396
../foodsg-233\chicken masala\HCR86JB979EIJ9BGJDMLKQJX.jpg,chicken masala,all,72f6c41d429f36ee27793d1d8bb6386a,ae8c853c8b799396
../foodsg-233\cream soup\HOO6GPT8DUVXL8QBLW2U4EEJ.jpg,cream soup,all,9ba160a511b56737ae98eddc3c2f14a8,ae8ee17cd2c0c8cb
../foodsg-233\mushroom soup\BSLT3KOOTUFO7HWAR2ZT0ZR9.jpg,mushroom soup,all,25e0b6abf6b6a47767130892fa256c45,ae8ee17cd2c0c8cb
../foodsg-233\chicken chop\QD3U8O0YYP7MI522BBEXSBNV.jpg,chicken chop,all,28f5a36896f0e76efeded21306b4ce86,ae90d48b323dda3c
../foodsg-233\chicken chop\O0M6OP8ZSKXZ68VGVL8Q2JVI.jpg,chicken chop,all,cbb39a422f1f348b5ef636d9b6cea67b,ae90d48b323dda3c
../foodsg-233\biscuit\BK0JATYC7RUOQQ5ET9OW4B4C.jpg,biscuit,all,5a3f589ab225b9803790908d652f31a0,ae91d88e0ff711c4
../foodsg-233\biscuit\32BIME42MZ4V3YZAPMT4V24Z.jpg,biscuit,all,6a13bd868510e73fee118d8baccd0a99,ae91d88e0ff711c4
../foodsg-233\sirloin steak\T3672BLEA4XMDCCJ18GZR0OD.jpg,sirloin steak,all,8de801a146f99b9baa9332140de6a238,ae948acab589f21b
../foodsg-233\sirloin steak\5R2BBKNOEVNBTZDTKGYFISD1.jpg,sirloin steak,all,58f6d2e2065d47b67d5357ed60de57d4,ae948acab589f21b
../foodsg-233\Macaroni\3SRIDGHNFGHV5FYV9VU8MEW2.jpg,Macaroni,all,a56b1332b23ff0e65a2416226a8346e7,ae948b9478eae4d1
../foodsg-233\chicken soup\4BRJCDR18PE3KAWAO6ZZBCT9.jpg,chicken soup,all,02a72950866cf7eade857bc6ffbeedb1,ae948b9478eae4d1
"../foodsg-233\Bee hoon, goreng\5F3IQDB97ZP3OKJS6EIUEVG4.jpg","Bee hoon, goreng",all,53406f932ae491b5f17f39ae313006d2,ae94d04fd22d9b70
../foodsg-233\fried rice\FDDW4I5DGUMWT9GJI2ACD02D.jpg,fried rice,all,a1bc4720d186869049f792bc87419196,ae94d04fd22d9b70
../foodsg-233\mixed vegetables\K0UDBI98ZQO70VCZLOC3A1F2.jpg,mixed vegetables,all,28a0eb4f74ca392d3b7fd7c428b22f51,ae9577c62c18f0a9
../foodsg-233\mixed vegetables\R9GR6HBCJFNL676QDM7V73EF.jpg,mixed vegetables,all,fff04a6347410a7259608b10e4cfe8f3,ae9577c62c18f0a9
../foodsg-233\Mee soto\6MYWTL8OJ20NTOMY48VN0188.jpg,Mee soto,all,a6c772d3cc0153cf381962136468b143,ae95d556454a7362
../foodsg-233\chilli crab\6E9AHK9AELMPRIRB6B33F62E.jpg,chilli crab,all,3db975186e385051e841cfbd22fc9ba0,ae96169575c1ea4a
../foodsg-233\chilli crab\11216XE4VYA4PO2XLGXA8TRK.jpg,chilli crab,all,3b755de92a3027e73bbf15d64f9c0087,ae96169575c1ea4a
../foodsg-233\fish head curry\SSN4AMLW8KAYVWJ8Q0YSMZF0.jpg,fish head curry,all,47f7a9e8186a24adb8bafb94c99ee736,ae9799080c2dee2f
../foodsg-233\fish head curry\H3ID8AUQZXSUVUQSZV6AD4Y7.jpg,fish head curry,all,fceef09c3d219bed7c55d45693b11656,ae9799080c2dee2f
../foodsg-233\cheng tng\71QN5NU47PWUC8UGOLAZQYAZ.jpg,cheng tng,all,ebc78fb78b26509137b0b7a369aa12e6,ae97d1869a6b2b50
../foodsg-233\cheng tng\K8KTUR5P0JTGZBUBNXEHVAOG.jpg,cheng tng,all,391dcf46dd26ede65333a6035939fd4d,ae97d1869a6b2b50
../foodsg-233\chicken soup\Q1XS8WD6BBZYXTLY7756NOUU.jpg,chicken soup,all,8d09171d80e696d6676772388a891478,ae99b1e6ce8085d6
../foodsg-233\chicken soup\IQ7WICYOFNBQB1M8ULUY51T4.jpg,chicken soup,all,6cce6a6daed50f2b6d8a85437b874994,ae99b1e6ce8085d6
../foodsg-233\kway chap\U8S0C1O3ZXKBYFTHWANF5896.jpg,kway chap,all,e72d0c1e4fecd52cbf4b7e342ba16f74,ae9de2c289934b66
../foodsg-233\kway chap\UUJOVO8Z7G3KGPXQDDG3PK8N.jpg,kway chap,all,c15d15d7d926991b078ad58c837d0159,ae9de2c289934b66
../foodsg-233\hokkien prawn mee\LSRL0UT24BZUMU3V7V32MUPG.jpg,hokkien prawn mee,all,3aad1df172f31313cf8ccd702c7e208d,aea995d6c22ee12c
../foodsg-233\Prawn Noodle\SZ3ESV0DX7SYT5JWQV838HV5.jpg,Prawn Noodle,all,3039f4d4f6a0b1f512b114a6af2ac75e,aea995d6c22ee12c
../foodsg-233\Kway Teow\7T77GYCCKTJVJKZNDP1KLBU1.jpg,Kway Teow,all,63c37348d64e7ed4eb72af4c32d18c49,aeacb0ade795c806
../foodsg-233\Kway Teow\PHZDJGB8MODGVHQ7YEHS6EVK.jpg,Kway Teow,all,6f17eee4c773308b2c1b28dc92999b5f,aeacb0ade795c806
../foodsg-233\Chinese fritters\0LRUH7L6YIKX2UYRASHBF83V.jpg,Chinese fritters,all,edd0fccb23fdafd7fc0400454a7c4e72,aeaece94aed89248
../foodsg-233\Tauhu Goreng\AR75JHHLM42BKOPVGK72VZIB.jpg,Tauhu Goreng,all,adb5268615ce543b5f21dacc577a7b4e,aeaece94aed89248
../foodsg-233\Kway Teow\W3QL9VJC141UJUVUMMR9GW4V.jpg,Kway Teow,all,cb7d8a6bc4f391e6a363b56b1cea1f11,aeb6c09b856bc329
../foodsg-233\Kway Teow\5FYK9CX5OTT6MIJZDQWA6798.jpg,Kway Teow,all,481baa7926b2b8de8e77037c3e28cdad,aeb6c09b856bc329
"../foodsg-233\Mee siam, fried\JN3L6A02J7YPR487VHGPLNP2.jpg","Mee siam, fried",all,b9aab3d568327d526e64b4cdd788652e,aeb9a5c4d266d829
../foodsg-233\Mee siam\CQQHMKS8M4X8AZAUP0Z8EX69.jpg,Mee siam,all,3cfa233a097c1c25620c7ab13781d3e6,aeb9a5c4d266d829
../foodsg-233\goreng pisang\SDRIUSAUS7NMEP3C1M6L5L65.jpg,goreng pisang,all,b2526af3bc2247f1d374edfa6c1d9d54,aebfaf9993870014
../foodsg-233\goreng pisang\8Z2SKBPYHB0MQMPZRTP1NT90.jpg,goreng pisang,all,b79269d2bc54fe206cb091328344002f,aebfaf9993870014
../foodsg-233\whole oats\IXSXDL685LGBE02GFLWEW4QA.jpg,whole oats,all,8aaafc79cbfe0277ab9480897a23859b,aec0950fda766ce0
../foodsg-233\whole oats\H5CON38CMYJAO16WOPKQB8UF.jpg,whole oats,all,ce048a325d191ffaecaa50e79bbd80c6,aec0950fda766ce0
../foodsg-233\Mee rebus\SP1INZWCNQCSHCETJRSM3EYB.jpg,Mee rebus,all,ff161f275cef2234bfc6bed32ae75d06,aec1d54e033bcf21
../foodsg-233\Mee bandung\2H76WUJKVM7OE0NHWMLN4XHR.jpg,Mee bandung,all,2dcc03dfe6c1c00eb7cea0b3be2efb95,aec1d54e033bcf21
../foodsg-233\Lor mee\G4J39UK6G2C4A47ERV4GC0K7.jpg,Lor mee,all,e89f69d171b8bc748bcf373e747ed7d4,aec3a95c97785a60
../foodsg-233\Lor mee\BXUNEQOIKENNG93URQIKOLQG.jpg,Lor mee,all,281f985c2d935914006e9bdde1d6e57f,aec3a95c97785a60
../foodsg-233\banana\PMCDKBZL6I9BBFLJDB360PXC.jpg,banana,all,cb8b325ca07194d5b42280cdb28d6e18,aec4d03a8fe06d87
../foodsg-233\banana\E9P81IO0KBNGYZ8FEIU19W3A.jpg,banana,all,f14f6869904bf896a0b85b18de9f7fd1,aec4d03a8fe06d87
../foodsg-233\mixed grills\RAY80T662676VNG7YYAU447W.jpg,mixed grills,all,548511110d454002619b6781f7d1c664,aed024d29b49cf8b
../foodsg-233\mixed grills\YLSJJASVUN3QS6BPK8LHKGVN.jpg,mixed grills,all,de598a855f048d3ba90691111c5cdd26,aed024d29b49cf8b
../foodsg-233\thunder tea rice\8OHJJERRJHMKG7FK6TGYFEE6.jpg,thunder tea rice,all,21d06c294d8bd7faa9bede211a169f2e,aed0912fcce782b8
../foodsg-233\thunder tea rice\QIE2630TO0X04FQY8A3EJDR5.jpg,thunder tea rice,all,554c2c1d085c440193e4e8fe4def37ee,aed0912fcce782b8
../foodsg-233\durian\589A0X02MJYK55Q37LDYTTSV.jpg,durian,all,7574adde87f88e05dcbcc7632b492573,aed1b14b659cd229
../foodsg-233\durian\VS56KT3B6TEHXVOI32F6GKVZ.jpg,durian,all,ac7661c8dc6dff2afb986ded679ae601,aed1b14b659cd229
../foodsg-233\rojak\I3W4AFVE5SYGLDJKX413RJRG.jpg,rojak,all,c8b9dbcc023c066ece4222e2a469c765,aed2e5b2c501c69b
../foodsg-233\rojak\8MZ1QE9MCEKBOP53WQLYHMNQ.jpg,rojak,all,3d504cb5b7ad840b40e0305efa05c77a,aed2e5b2c501c69b
../foodsg-233\french fries\XEAXQ35D3T5EK9ZTP3OCUNSV.jpg,french fries,all,bf71997d1c70a661e1c6fde8ab5a6dee,aed4b181d9267e83
../foodsg-233\french fries\PR25I7I12JM2794VVCJQPOLT.jpg,french fries,all,6cfdb2211c48658bc07d9069f48c0f34,aed4b181d9267e83
../foodsg-233\Peanut Pancake\04DKPV6KI8P1QKV653W1B6CU.jpg,Peanut Pancake,all,ca89585a0c4e368f5e051169d437a785,aed4b1e2670a64f1
../foodsg-233\Peanut Pancake\LED8JTGWQO8N32OYGNM7HTPS.jpg,Peanut Pancake,all,1df64d96b3086d3d7f90e12a868f9979,aed4b1e2670a64f1
../foodsg-233\cream soup\LE7IYHPMPZZ56LVPW57VQYIL.jpg,cream soup,all,fad681373a0e33135f2575544a40faf7,aed681d31ec86c33
../foodsg-233\chicken soup\U62EQ87ZP2DBNSDWXQ88IO0W.jpg,chicken soup,all,b1adeb5531f293f5c871393b405bd968,aed681d31ec86c33
"../foodsg-233\Chap chye, Nonya\DAA0WNYCYP2ML1GW65FPLHOI.jpg","Chap chye, Nonya",all,2a889dc7973e1aaa8a557b4b41a61f6d,aedec460d305db13
"../foodsg-233\Chap chye, Nonya\OHBQMGE5JE58FOEPVG9VDV3H.jpg","Chap chye, Nonya",all,760c3c8b12558b8166552cad6dbe7be6,aedec460d305db13
../foodsg-233\Seafood Noodles Soup\YMXB9LRTI9VUOV7G10XC81Q3.jpg,Seafood Noodles Soup,all,4d9ac67f8efb4378a96925d145670e55,aee095a0ff83d503
"../foodsg-233\Bee hoon, soto\XBLA0ZM1XJI7K5ZAAKFIGBHS.jpg","Bee hoon, soto",all,7ad84356cf380894f17e811ce2c34577,aee095a0ff83d503
../foodsg-233\fried rice\1HKABDY0R4NHNRJDCSX05YL2.jpg,fried rice,all,5068962765a4cf3e02a271bf52a7bd3a,aee1f342ce4cc9c2
../foodsg-233\fried rice\CBT8XQCSP5WRK90TVAA1OM8B.jpg,fried rice,all,24ed822c4945b08d42545146ea46af8e,aee1f342ce4cc9c2
../foodsg-233\chilli crab\1XJR8N68Z3UBYE074DM9Z7ZO.jpg,chilli crab,all,aecb8ec982475c96d3f66653cc287dab,aee9b6c2cda9d084
../foodsg-233\chilli crab\DOENRWX1XG0YU4BRVLXSYMRE.jpg,chilli crab,all,534dc1f230f04db2ac718a7e7f28b433,aee9b6c2cda9d084
../foodsg-233\Udon\NEYJUYA48U1WNB0CTSGFZFOX.jpg,Udon,all,93892bf32d8a2c53899b2e113275a77a,aef1840ef235cb1a
../foodsg-233\Udon\IFZ4LM6RMXZI4X3D1LQ6L2CD.jpg,Udon,all,f04d76326cf55f92273735bdf4a45ed3,aef1840ef235cb1a
../foodsg-233\Kway Teow\WLGQ3FXCU1KIK2I1LWX4ENHB.jpg,Kway Teow,all,d7add94a23cb99be16838e2894a47a14,aef1bb0df501c0c6
../foodsg-233\Kway Teow\9AOM8LFVPPLLEFCMJ685TUSI.jpg,Kway Teow,all,0a14111779f040387be0e3524243eda6,aef1bb0df501c0c6
../foodsg-233\Fruit juice\KGZTT3G61M1BEB820BAWQR3Q.jpg,Fruit juice,all,45ee7acecb165ee4f6ddb5cfa913e79b,aef5c41bcb849866
../foodsg-233\Fruit juice\Y09JOQAQ1Y3FNL730ORASK98.jpg,Fruit juice,all,694fc5f3d5b1e1edfd5f535f6f52e8b1,aef5c41bcb849866
../foodsg-233\cheese fries\ZS1JFH7CEVTPH22B6X94SSI5.jpg,cheese fries,all,5c9fbb64477a2f783e8b2665b7f71cd2,aefa18c87f174039
../foodsg-233\cheese fries\82MKDDOVUU5PYFB2OKZPKI39.jpg,cheese fries,all,1b5b9f1983e5146480c6fab9d92cba8d,aefa18c87f174039
../foodsg-233\Mee rebus\N2R4ZTBLB1BOVGZ25PDUQ4SK.jpg,Mee rebus,all,5a80475935ccfab587348eabb8e60c64,af15d478c3e29a8c
../foodsg-233\chicken soup\XAIBNK4NFTPQR2L6EHUI2Y40.jpg,chicken soup,all,c51e83835cabeac4e317d81b0be83fb8,af25056f2dc1dc8a
../foodsg-233\chicken soup\EX95RTDKTC8HTMPBPHZE1N3V.jpg,chicken soup,all,47a0691b663a8d309f347b75293b2c9f,af25056f2dc1dc8a
../foodsg-233\bak chor mee\SMQZAHCF1H3LR1RU60ANO6VJ.jpg,bak chor mee,all,fc3db6093bc5ffc259b06f1fac443841,af26d43e930b9899
../foodsg-233\bak chor mee\AWP1PV77FR9IJAAP9A52D8DE.jpg,bak chor mee,all,e9b08cc991b70ca1c0de3ad652bb71a3,af26d43e930b9899
../foodsg-233\Dumpling noodle soup\Q799LMUIGSKD0RWKKWFB3EFR.jpg,Dumpling noodle soup,all,c5c5d31510904243d165af4b46dda4b7,af2765d4909c989b
../foodsg-233\sliced fish soup\ORDVFAJA1CFYVETWVITOOGJM.jpg,sliced fish soup,all,95c96a75105fdeb33d7b3241b3fe8559,af2765d4909c989b
../foodsg-233\Chocolate\TTRYEAIYBNZIW0KQ10FNVA0C.jpg,Chocolate,all,0c65e81901a01d72de1c24605253c0e6,af39d0c299e66239
../foodsg-233\Chocolate\A9V8HNKHD1OHT6U4C4ULZ26E.jpg,Chocolate,all,eef1dc234ba1c6f246cc9a36fba69e8a,af39d0c299e66239
"../foodsg-233\Bee hoon, goreng\20XZTLNGNS0SU5LFSFCZU8KD.jpg","Bee hoon, goreng",all,36dd030202c94c765e9120fd33fab62e,af3c103ea771422f
../foodsg-233\fried chicken\E3A1I98ZYMRZ9K6LFP0N9JMJ.jpg,fried chicken,all,1d2fa6a6d2a2a17745aa1e3e4b275c74,af3c103ea771422f
../foodsg-233\Wholegrain Wrap\D1WVWSX63F4OBNF9UFJEIOEJ.jpg,Wholegrain Wrap,all,e884dc704646d8463583059693d5d744,af3e9313d8e0ccc4
../foodsg-233\Wholegrain Wrap\42SMV16GQ3SXVABB2JJVTWBY.jpg,Wholegrain Wrap,all,4c1db4a631c710bcaa409893423680e6,af3e9313d8e0ccc4
../foodsg-233\char siew\F1JXNJPWTJ81U1FT1WCKNA6W.jpg,char siew,all,cf946e34c769f87a02bee4b6ee59dfc1,af42d2d1b58e9166
../foodsg-233\char siew\BPUACHFVTEQV796I5NM41GHF.jpg,char siew,all,5a1fcacb9860b1b9c2bb32ff32c12f36,af42d2d1b58e9166
../foodsg-233\char siew\0NVMPF2XZFFFMQ80FT0EN5M2.jpg,char siew,all,857abad55e80dcab3dde8f5ca04c7bb2,af68824ecdbb4e14
../foodsg-233\char siew\X2IJO2X7JZHI1TLP1UMW0SV9.jpg,char siew,all,8dba5da5aca7aecee816ea73e1412974,af68824ecdbb4e14
../foodsg-233\bee hoon\6K4QOGI2CCA9KM7JFKGYTJA3.jpg,bee hoon,all,cd4c6bef494faa232ad0bd2584757083,af84d49b916bd360
../foodsg-233\vegetarian bee hoon\V87GK270S9RJ70PCONN4WRWG.jpg,vegetarian bee hoon,all,820d6e742c2cf766e036f96d8aa1eda6,af84d49b916bd360
../foodsg-233\rojak\OVZWA1IZYG1IN16KVSMHMIDE.jpg,rojak,all,be9f1a31195813da41d268bb2ecc96cd,af87d0489e6993c9
../foodsg-233\rojak\W7C81A74Q62KOHZI85LKE8KB.jpg,rojak,all,d17c9e2fa04811a797be1598cb3fd4e6,af87d0489e6993c9
../foodsg-233\Pomelo\BBO48VX2SJNOTLC4RRHR5VFF.jpg,Pomelo,all,dee73fbf1403fff2cc7f9d1f916cbe97,af88a294d4d2eb9a
../foodsg-233\Grapefruit\TVCDOA6428C6H0XQCD72IAKW.jpg,Grapefruit,all,17177a5c737e10894adfb9ff427e9e2b,af88a294d4d2eb9a
"../foodsg-233\Wanton mee, dry\3IYTIQNX8SZTTT6396U1AQSI.jpg","Wanton mee, dry",all,eb1a0cc72fe05a54cf1be2c1ccfbfe9b,af90e84794fad0e1
"../foodsg-233\Wanton mee, dry\WIYPJ8M6B4UTM55QGROH8F19.jpg","Wanton mee, dry",all,a68c2ecb3f4948c16c6cfdf4cbc6de6f,af90e84794fad0e1
../foodsg-233\passion fruit\UY12BAESW4NVVE8S3A199P82.jpg,passion fruit,all,c2466a9c386a18d0ed758187af8e3ff8,af91d16e902f1f60
../foodsg-233\passion fruit\4P5CMJ664IY5VBFRWWUNI6RQ.jpg,passion fruit,all,598cb54c8d7a536ed1c86b50086b7fb1,af91d16e902f1f60
../foodsg-233\Chocolate\0V2VRCFX0AHTKBCBVIMMPYZU.jpg,Chocolate,all,4331320458b9bcbc00f03eea9ae0cba5,af9490696f969469
../foodsg-233\Chocolate\WILKBNE52FT6ICQJSPLIEB9U.jpg,Chocolate,all,d4e0e70430f35d44de74f3f72463caac,af9490696f969469
../foodsg-233\lychee\AKROBDNHSM9IK5BZWWUVDLOR.jpg,lychee,all,ee755473d29e4a65e81199a0df131917,af94d05ac56b9664
../foodsg-233\lychee\KROLQ8JOF1XVNOQ8OAV2I753.jpg,lychee,all,1ed64dae784e6e76c691bb9ccefa148c,af94d05ac56b9664
../foodsg-233\lychee\Y1R1B1JM6ZWSU4UHKVCH3AHX.jpg,lychee,all,dedda792258ec359023156298f6ea120,af94d05ac56b9664
"../foodsg-233\Bee hoon, goreng\5LCBTYZLOXEBCX7JQ8I1KOJV.jpg","Bee hoon, goreng",all,381b10ae8c31795f1e64327dac93e902,af95b542c03dd334
"../foodsg-233\Bee hoon, goreng\MGDWXNGM5WNGVJGA549LU9EP.jpg","Bee hoon, goreng",all,517502b03391951582b85f44b72b61da,af95b542c03dd334
"../foodsg-233\Wanton mee, dry\C70MS1T42R1GS8KB6HLDR7XH.jpg","Wanton mee, dry",all,cb78cbe2d9cf003d8a0c9749a0fd83a1,af95d493709309ce
../foodsg-233\bak chor mee\QWJF5B98O98261M448W7B5BN.jpg,bak chor mee,all,e7899467ba9b1c8ab0ae9ba3e6ed3342,af95d493709309ce
../foodsg-233\chilli crab\KFW6KQMU7C5HWUHQOG46WHML.jpg,chilli crab,all,475baaefc0406b7471fe307e47b0671f,af96f5c0c22acc53
../foodsg-233\chilli crab\7PLNYNZJLLJ81417MTLG88UF.jpg,chilli crab,all,6028a522777eb5b827ab5f6ae531444d,af96f5c0c22acc53
../foodsg-233\hokkien prawn mee\0DK78XFG79GQ4TX1BUKGL2RD.jpg,hokkien prawn mee,all,20f752244bcd6609050f1101017e092e,af97b458c86ae12c
../foodsg-233\hokkien prawn mee\RW9R3PQPWQ6QUAO7D9VDJIFT.jpg,hokkien prawn mee,all,65f740702c7ab61d86a7444c9103f7fe,af97b458c86ae12c
../foodsg-233\Chocolate\6LRN6384PHGTV3C1R1UKEIA6.jpg,Chocolate,all,fdb37f6f9500ce0a5dc3d93e546b8bde,af9db0e0c972a46c
../foodsg-233\Chocolate\0J5XQUO6P1VTK7EXK4OTUX8V.jpg,Chocolate,all,8c2955aac014f67bf597afca74269395,af9db0e0c972a46c
../foodsg-233\begedil\DE7ZHXR0UAATINR2TQW802GU.jpg,begedil,all,38256e092e280c0b642181f7ba5d6643,af9e1c613187585e
../foodsg-233\begedil\FQHRWN54DVC93SL8OBEEHOGF.jpg,begedil,all,1f7377ebb8ee698561d3af54c8e0b4eb,af9e1c613187585e
../foodsg-233\lychee\TMWNE675EFMZDRU2LGXNTR25.jpg,lychee,all,d285faafc0aa525be14afc7f0eb91304,afa96b639c94c149
../foodsg-233\lychee\L5HY6LX56RJF3RMFU950530M.jpg,lychee,all,8a3972f06966b79ae1857f9d1be1f787,afa96b639c94c149
../foodsg-233\spring rolls\D1N214L4BKTBP1UQE4P9OADW.jpg,spring rolls,all,07278f8d93b54ad6164792340a43c976,afab971e9681f084
../foodsg-233\spring rolls\EMK04SBRPGM8Y9HDYRBWG7IL.jpg,spring rolls,all,54b053c17d93cb4d1cb7a36c3a371fc5,afab971e9681f084
../foodsg-233\goreng pisang\B680V0X65I59T966EL01CJ35.jpg,goreng pisang,all,d89af471cd0eea526dd5b374443af09e,afb1914297578c6a
../foodsg-233\goreng pisang\GZPUBY0ULILTI9J8VSXD9EZY.jpg,goreng pisang,all,553d3a5fdb7bcd04f9d362067968dac4,afb1914297578c6a
../foodsg-233\fried chicken\TFP9YQXIKPRV5NYRBL56FAD0.jpg,fried chicken,all,c5acf95450eba298a23cdf8a163ea483,afb7f0d8c4d8c340
../foodsg-233\fried chicken\P80VAIP0B3PLOQF19L1RIBBG.jpg,fried chicken,all,c582effd24eb4ccaa48580bb9fae66b1,afb7f0d8c4d8c340
"../foodsg-233\Rice, korean bulgogi beef\T6IBFKJ77ZYWGTE8H1EW848Q.jpg","Rice, korean bulgogi beef",all,3a0b7bc036686886d84c2aaf212728f9,afbc18ec62d26cc2
"../foodsg-233\Rice, korean bulgogi beef\4YQV8H17FVJOHN3XQOES2341.jpg","Rice, korean bulgogi beef",all,ea960ecb30ad56c427a889c1f4fe8f03,afbc18ec62d26cc2
