path,label,split,outlier_score
../foodsg-233\cooked white rice\X36E0KW2O4GVPI5QOP0QLZP1.jpg,cooked white rice,all,-0.5086356273128869
../foodsg-233\rock melon\G2MDKBV4EJISE3DFDWEFZX0D.jpg,rock melon,all,-0.5086019321850951
../foodsg-233\pasta - fettuccine\NLUEXH6YX25ORCUNV1OU8HA0.jpg,pasta - fettuccine,all,-0.5085991510732427
../foodsg-233\jackfruit\TCGZAYQ7SXIBN7QD3CDG2LJ4.jpg,jackfruit,all,-0.5085940192548996
../foodsg-233\spring rolls\OVXCYM30X35LO282QPQPDEAK.jpg,spring rolls,all,-0.5085789661871132
../foodsg-233\popcorn\TVQ31D34PFB0BYVMACGFG0Q2.jpg,popcorn,all,-0.5085786864123063
../foodsg-233\rock melon\DUA7RZUC41VUPBMT4X9TDDA5.jpg,rock melon,all,-0.5085727014619601
../foodsg-233\spring rolls\TH8KJV5PP4VY4LM748A3BGX4.jpg,spring rolls,all,-0.5085649141508004
../foodsg-233\watermelon\ROA2VUVV9G9G0YF62TGM0KEW.jpg,watermelon,all,-0.5085576898977869
../foodsg-233\Kopi Teh Milo\B4FY4Y4IMJ61WRIXXL7A8XJP.jpg,Kopi Teh Milo,all,-0.5085531426361949
../foodsg-233\Avocados\Q9WY2FK3UFY56AFXZDRZZGN6.jpg,Avocados,all,-0.5085254500148719
../foodsg-233\singapore sling\G5C4E8X7NDCKSKFK2BD4UU8V.jpg,singapore sling,all,-0.5084995616999164
../foodsg-233\mangosteen\2LZ9AEUCF9P8AWSQNJL918FN.jpg,mangosteen,all,-0.5084907187878751
../foodsg-233\passion fruit\GGEJ1TSB5PTJ11HWMVKO75GN.jpg,passion fruit,all,-0.5084823299004122
../foodsg-233\Soursop\6VYPZ9G9KVFKM5X4T07JXZ3S.jpg,Soursop,all,-0.5084771120034803
../foodsg-233\rock melon\Z920IGG7QISUZTP0I1X4NDO3.jpg,rock melon,all,-0.5084716387699418
../foodsg-233\kueh lapis baked\T1YTT1GRV14VK79X0YTF4E9N.jpg,kueh lapis baked,all,-0.5084589640450556
../foodsg-233\Fish and chips\KPYI9Z282L8R9HAIIS52GK5H.jpg,Fish and chips,all,-0.5084448884003425
../foodsg-233\Bibimbap\N5AI2E6D4IYDR9MBCFXX28E0.jpg,Bibimbap,all,-0.5084343729723144
../foodsg-233\xiao long bao\9UWMT9ERDHACT4EUYTHZT58G.jpg,xiao long bao,all,-0.5083728995466734
"../foodsg-233\Pilaf, pea\5YQBFF2056EBNOXMJJ39289T.jpg","Pilaf, pea",all,-0.508340511085226
../foodsg-233\Blackberry\JYRUGQZ6K4CC3YBAXVIXB491.jpg,Blackberry,all,-0.5083318694326143
../foodsg-233\mangosteen\PGSEQQ43B7G1Z8OYQFDCCVXV.jpg,mangosteen,all,-0.5083098393934078
../foodsg-233\canned Fruit salad\V6H57KTJNRBAA8RLFWKHADD2.jpg,canned Fruit salad,all,-0.5083066436307672
../foodsg-233\spring rolls\HADBMU5BO03KF0N1S5FKW8LS.jpg,spring rolls,all,-0.5083056978852194
../foodsg-233\tacos and nachos\P9C9JVAYAZRZAD9X1FCBA3H2.jpg,tacos and nachos,all,-0.5082998516314191
../foodsg-233\Grapefruit\GKC4B0XWVX7R8SAROU7VQQJO.jpg,Grapefruit,all,-0.508296960126853
../foodsg-233\chwee kueh\ESVM4PVJJD8LSA2VC1WDBIAL.jpg,chwee kueh,all,-0.5082889342613099
../foodsg-233\Soft boiled eggs\POP4VOJN9ARWQZAIABJHN5Z0.jpg,Soft boiled eggs,all,-0.5082780739368375
../foodsg-233\ice cream - chocolate\ONJPR85W371MJ73KHEZNTAKI.jpg,ice cream - chocolate,all,-0.5082757651745458
../foodsg-233\Macaroni\X37PF4GHVRO4OFWVNYYQIPUU.jpg,Macaroni,all,-0.5082514794623049
../foodsg-233\Bubble Milk Tea\RJE6TPNM9K3VCQ4GYNO2JY5O.jpg,Bubble Milk Tea,all,-0.5082369944261522
../foodsg-233\Grape\P7I83DLX9T6W200VNRY9Y2WY.jpg,Grape,all,-0.5081834423037636
../foodsg-233\dumpling\0GWVAR0WO0JN9P086LUB9J78.jpg,dumpling,all,-0.5081750188968098
../foodsg-233\popcorn\6LWZTM9GBQGXDN8D38FG08SK.jpg,popcorn,all,-0.5081726303136777
../foodsg-233\spring rolls\X0PWTVC2QAHFAL6SCAQ2OJ6F.jpg,spring rolls,all,-0.5081556397799392
../foodsg-233\Soto ayam\LZX3XGBLWYAREUPLB6O6X9TM.jpg,Soto ayam,all,-0.5081257866889839
../foodsg-233\popcorn\OADQ3593MQPLMI6RCZ8T0MQ2.jpg,popcorn,all,-0.5081205882932037
../foodsg-233\siew mai\TJPYU8MXCHSUHOWO11LDVKU9.jpg,siew mai,all,-0.5081132636622154
../foodsg-233\pig organ soup\VER7RLXX40X5ZGW7CLM7IS0T.jpg,pig organ soup,all,-0.5080945254022042
../foodsg-233\Fish and chips\LDDSJ0YCP45Y3NYI9AXYRFFC.jpg,Fish and chips,all,-0.5080811714530916
../foodsg-233\pear\EHSO4D62JP0JYGB0WKZ6AGE2.jpg,pear,all,-0.5080348743632126
../foodsg-233\pitaya\V0JT5GPWSNGFLPX1QPQGN5GN.jpg,pitaya,all,-0.5080147526898087
../foodsg-233\Kway Teow\HIIJTSXUESARRA4TJQO46INK.jpg,Kway Teow,all,-0.5080147394218546
../foodsg-233\Pomelo\PCZ3LCNB3TT5NWKW8SC11XSD.jpg,Pomelo,all,-0.5080137575196121
../foodsg-233\Hor Fun\GKX305HSTQ0BDC2YUSH90FWN.jpg,Hor Fun,all,-0.5079599742783529
../foodsg-233\strawberry\N6KTGUXXY2AR9URLD0U6ZDK7.jpg,strawberry,all,-0.5079424998135005
../foodsg-233\biscuit\NMGDTHXIMZL3ECL8A9NFTOO6.jpg,biscuit,all,-0.5079065750411872
../foodsg-233\Indian Prata\TILWY9OMHQ03WP3QZH0413IJ.jpg,Indian Prata,all,-0.5079017488371164
../foodsg-233\popcorn\95L82N4NRMGUBFZ35V9CITSY.jpg,popcorn,all,-0.5078953083002167
../foodsg-233\Udon\1NW9UA67TNO1VTATQ1FU0JTV.jpg,Udon,all,-0.5078911722044457
../foodsg-233\french fries\QBGDAK4S7LCIY6G9XFZ617Z0.jpg,french fries,all,-0.5078484167690603
../foodsg-233\Udon\4ANAACZCB0IBNJGC2NZ234R4.jpg,Udon,all,-0.5078310910106126
../foodsg-233\fried rice\VO8LB7LPPRKDD1QTRRALKVX2.jpg,fried rice,all,-0.507826051009185
../foodsg-233\pomegranate\GVEQ30XSCL9SIAGHVRTBD6TA.jpg,pomegranate,all,-0.507812637403018
../foodsg-233\rambutan\MSYKT265UW0RAU6V8NPDPWK0.jpg,rambutan,all,-0.507805731641166
../foodsg-233\singapore sling\EDOKTSPQULTR83K3AGS04H7R.jpg,singapore sling,all,-0.5078011388436188
../foodsg-233\Pomelo\LDDMR9ZSGUWB7U9D7EKEPA9V.jpg,Pomelo,all,-0.5077941352259794
../foodsg-233\popcorn\HTFYTHJ52TARFGS42K0UDB0U.jpg,popcorn,all,-0.5077906475198569
../foodsg-233\corn\6ZZ8634IMO86SM1DV96BVVH0.jpg,corn,all,-0.5077738026210731
../foodsg-233\Soursop\BE6A2XQCCSDV5W3KR3JML1H4.jpg,Soursop,all,-0.5077689979850935
../foodsg-233\french fries\V8UOX7W01EK1H9RXUO6V72SE.jpg,french fries,all,-0.5077199724027969
../foodsg-233\Udon\E4849N0ABDGL3B4WQKXNXK10.jpg,Udon,all,-0.5077024154820611
../foodsg-233\longan\9R3C5PJ1TS2ICHH0BT0TTBLF.jpg,longan,all,-0.5076981047263023
../foodsg-233\strawberry\MQ9DO6Q4XS1YIZL9A7MW5PSD.jpg,strawberry,all,-0.5076797424068987
../foodsg-233\lychee\4JQA80ICL6SPQ7C9NP8A5FWM.jpg,lychee,all,-0.5076733831859973
../foodsg-233\Kway Teow\ZESFH9AP4861Y7LYUPQ5C8H6.jpg,Kway Teow,all,-0.5076643243489748
../foodsg-233\mushroom soup\G55B0W3IEQWEGU629JJX0UJT.jpg,mushroom soup,all,-0.507655543811973
../foodsg-233\banana\AL7316Z1YDFUN23UYN7IH7SV.jpg,banana,all,-0.5076033560325925
../foodsg-233\White Bread\4UDVKX35CF8W2A9FA1K10G3S.jpg,White Bread,all,-0.5075980135811333
../foodsg-233\orange\6QGMKAISEDJ9LL57640CGSZ0.jpg,orange,all,-0.5075953249353365
../foodsg-233\mangosteen\4WC674AGWAWRSD6357CK6KE3.jpg,mangosteen,all,-0.507587215993088
../foodsg-233\corn\B0GFJBH0PJVYUDM05O9WOCYZ.jpg,corn,all,-0.507556625424829
../foodsg-233\Grapefruit\UG8OILTXIMZ7G8WCYAPHHTBL.jpg,Grapefruit,all,-0.5075468854319141
../foodsg-233\passion fruit\1Y20RPXI7PPQAIU5P89MC0AZ.jpg,passion fruit,all,-0.5075439871424433
../foodsg-233\lychee\9BUC4I7OPBINWM55A0T0NUFP.jpg,lychee,all,-0.5075362212980614
../foodsg-233\mushroom soup\DZ0G1FLTYE4T35AOXOWKI4CX.jpg,mushroom soup,all,-0.5075205501252588
../foodsg-233\Pomelo\IKOLBAODPW24IRVIZH0OP9FK.jpg,Pomelo,all,-0.5075006773902353
../foodsg-233\sambal kangkong\I6IPA3Y5BSZ73O9V1H939SOJ.jpg,sambal kangkong,all,-0.507454647443579
../foodsg-233\popcorn\ILML29VZ7OWO45UNWL9EILZK.jpg,popcorn,all,-0.5074521823374456
../foodsg-233\milk\WCLLNI67YWEMPWH84BOGNOOU.jpg,milk,all,-0.5074284365496654
../foodsg-233\otak\T7CXJACBF8VVLSXRHAAK3J7M.jpg,otak,all,-0.5074055972515504
../foodsg-233\Grapefruit\JH7TDU8NM06OTNOWWUQH3QMG.jpg,Grapefruit,all,-0.5073872537309136
../foodsg-233\rambutan\C64LZV7F3B6EUK4HUG1OFW89.jpg,rambutan,all,-0.5073716498523658
../foodsg-233\mushroom soup\NT7PG2BNDIFHEEPUASTPP664.jpg,mushroom soup,all,-0.5073165292218891
../foodsg-233\french fries\1XEW4QNLIX0Q45NRXH2E4YX6.jpg,french fries,all,-0.5073119558029929
../foodsg-233\thunder tea rice\9VOCR6WIS6I1S4FUP98L6AVJ.jpg,thunder tea rice,all,-0.5073013077121128
../foodsg-233\Blackberry\JUCV9JTCI1F3C39EZQFYQ0G5.jpg,Blackberry,all,-0.5072650124989463
../foodsg-233\kway chap\CSATRCQF2L4KVCXTI7X4DWNY.jpg,kway chap,all,-0.507228473021536
../foodsg-233\strawberry\CVZSXH807HZTMEVPHNWF3VEB.jpg,strawberry,all,-0.5072269070772142
../foodsg-233\french fries\7KCYV96H7PGWQCUVWRXA4JX1.jpg,french fries,all,-0.507219181814112
../foodsg-233\honeydew\DILXDERGCS9I4Y2SYQIYTCUX.jpg,honeydew,all,-0.5072158474060006
../foodsg-233\pineapple\AZDXFD23NT1U787A4B38NTW6.jpg,pineapple,all,-0.5072051346660175
../foodsg-233\chicken soup\MYMQZ7SKAB99NWQ1N7LEOA04.jpg,chicken soup,all,-0.5071990854203992
../foodsg-233\satay\YKMDYOAWO2DE8GBUFUK6L9G5.jpg,satay,all,-0.5071955874893107
../foodsg-233\blueberries\2TW4KNWCPOKXD877CDP2HA0R.jpg,blueberries,all,-0.5071953032565552
../foodsg-233\Mee soto\W9LXMH92CYX1V5XAAHZSHSU9.jpg,Mee soto,all,-0.5071939486620847
../foodsg-233\blueberries\I0TP1O41I254CUMZHM4YO09Y.jpg,blueberries,all,-0.5071798696948984
../foodsg-233\tiramisu\CV6H4CUBV7R8PA36HU5VRT8F.jpg,tiramisu,all,-0.5071505076323551
../foodsg-233\siew mai\5M14THZY2GY2SZHRBL1S1QDN.jpg,siew mai,all,-0.5071460516838067
../foodsg-233\cheese fries\G7TEZF51H4AZ5MSCDX0BRDCC.jpg,cheese fries,all,-0.5071420188477962
../foodsg-233\char siew pau\NTKQ3UN7J1KXBSHDCYMK4CDX.jpg,char siew pau,all,-0.5071198815530776
../foodsg-233\dumpling\64DD9SV3B72P2X9H4UJI3LOL.jpg,dumpling,all,-0.5070785600614799
"../foodsg-233\Bee hoon, goreng\6V0WG5FNX4VZ9I9086K595X4.jpg","Bee hoon, goreng",all,-0.5070697164407321
../foodsg-233\Bibimbap\V2PUOLGGEBHHC902OI5MLXN0.jpg,Bibimbap,all,-0.507066581705652
"../foodsg-233\Rice, chicken katsu with Japanese curry\410CPZW3HMXM7690T02TX7ZI.jpg","Rice, chicken katsu with Japanese curry",all,-0.5070644411985389
../foodsg-233\Mee rebus\SHLQ0E4OX8AEDQXR27Z3WB0W.jpg,Mee rebus,all,-0.5070613084640517
../foodsg-233\bak chor mee\Z9K0CLFE2K7MMCMDR89TZAZC.jpg,bak chor mee,all,-0.5070565306067107
../foodsg-233\Blackberry\PDG7BNB0X6P51KGYYUBYW5LH.jpg,Blackberry,all,-0.5070502186594645
../foodsg-233\popcorn\LFWGR1MU8L8GGI2MBNNOYFS5.jpg,popcorn,all,-0.5070405625872448
../foodsg-233\mushroom soup\XKXW0JTTX1QRXGB42CYQCEXV.jpg,mushroom soup,all,-0.507034328343544
../foodsg-233\satay bee hoon\I5KALCJH753A5Z1DQZM1FBWP.jpg,satay bee hoon,all,-0.5070299433109647
../foodsg-233\blueberries\9YKGYNQBZZF65RT7B6O5BHIB.jpg,blueberries,all,-0.507011875297424
../foodsg-233\pomegranate\G5BQT2UMM0PNTFBO2MS4RXM1.jpg,pomegranate,all,-0.507011447171355
../foodsg-233\Udon\I0IUFV42UX6BA38ZDUK3WE9U.jpg,Udon,all,-0.5069809729422652
../foodsg-233\watermelon\HPUT2EM23KV8WPQMP99HANNB.jpg,watermelon,all,-0.5069543705139414
../foodsg-233\fried chicken\U11B1O4PSW3I6HOACX85L0CK.jpg,fried chicken,all,-0.5069497779885758
../foodsg-233\chicken chop\UQDPAQYRJ6GT9CTK7YATRKN5.jpg,chicken chop,all,-0.5069383471753517
../foodsg-233\Soto ayam\XAWEBNKZ64RSGJLCHWCXOX9T.jpg,Soto ayam,all,-0.5069160024981713
../foodsg-233\satay bee hoon\RN9FNLKKWZES1X2LC7GHHPLC.jpg,satay bee hoon,all,-0.5068856619877454
../foodsg-233\mixed vegetables\N2GQAFB5ZK7GOVZDNRPMT8F4.jpg,mixed vegetables,all,-0.5068766838625295
../foodsg-233\lychee\9G80CXXIIVEP6A4BK3G3NWDG.jpg,lychee,all,-0.5068701854538965
../foodsg-233\lontong\W9ITAPCN0WZZ9G0KWESH0NI5.jpg,lontong,all,-0.506857584075388
../foodsg-233\vegetable soup\727HCWQJGUBEBWXY7TD13Z7U.jpg,vegetable soup,all,-0.5068484869707882
../foodsg-233\strawberry\2BAOWWEVZJWLK65T1IO1UHJD.jpg,strawberry,all,-0.5068423305007972
../foodsg-233\passion fruit\79F3BVJ3TA94Y6S9JJ1Y7O6B.jpg,passion fruit,all,-0.5068117287775591
../foodsg-233\satay\UMZNRYMLAK5OBF8AZTJQY4I9.jpg,satay,all,-0.5067872014218187
../foodsg-233\banana\V54IZSJ4WFFQ02393YIPDLPQ.jpg,banana,all,-0.5067852500836881
../foodsg-233\chawanmushi\D4EF5GRYTRRGRRW816FKD1AT.jpg,chawanmushi,all,-0.5067842169488203
../foodsg-233\popcorn\L3XW3SYEO0NVL4V0T8PY5RP1.jpg,popcorn,all,-0.5067835945283536
../foodsg-233\blueberries\X1DZFQX77EQRDL9K9Z400ARQ.jpg,blueberries,all,-0.5067770421499825
../foodsg-233\corn\YZPC7GQ5YY1C8I73NDQUNC1Y.jpg,corn,all,-0.5067646173287452
../foodsg-233\sambal kangkong\NXO1582OMJ2JR928NXO1U0DN.jpg,sambal kangkong,all,-0.5067630920742873
../foodsg-233\Soursop\FJK4I6P37A1WUQV4B22J9HAZ.jpg,Soursop,all,-0.5067480369935601
../foodsg-233\Avocados\RENKVJKI2TDC7JD2Q94BXBGR.jpg,Avocados,all,-0.5067457186096113
../foodsg-233\Porridge\WCS9HI3UM5YXRST9P2E791L6.jpg,Porridge,all,-0.5067416327569931
../foodsg-233\popcorn\OKU0ZF9VVQNS65TEZ5SPE3ZX.jpg,popcorn,all,-0.506740078657743
../foodsg-233\popcorn\IJYG1EUBRTYMD7HD336009R2.jpg,popcorn,all,-0.5067303360875262
../foodsg-233\fried fish\UQBYMFXETGN1J8601B4QJ32E.jpg,fried fish,all,-0.5067298294561398
../foodsg-233\Bibimbap\XRG6WUT0V1Y7A4VS0ZHGSR91.jpg,Bibimbap,all,-0.5067242881835863
../foodsg-233\fried chicken\E8D3WJL6D3PUV2AAM8KAHWER.jpg,fried chicken,all,-0.5067029018770958
../foodsg-233\singapore sling\3V3KMW47EMG7XQA05DPLF9UR.jpg,singapore sling,all,-0.5067018323019099
../foodsg-233\Macaroni\5OO0IVMDR4G1014KOMYK3FZ2.jpg,Macaroni,all,-0.506698154351083
../foodsg-233\blueberries\4YBK678ZR4DUE02BZEXHDU36.jpg,blueberries,all,-0.5066965666713575
../foodsg-233\watermelon\U88V7UCNQMNKNG38UTM9DVI1.jpg,watermelon,all,-0.5066955985858584
../foodsg-233\chwee kueh\OZW2K0X0UPPHPPNBKY6F9QMO.jpg,chwee kueh,all,-0.5066892659774835
../foodsg-233\durian\RCTAJPMAFY2P7ZMECT2SZ0I8.jpg,durian,all,-0.5066828122641341
../foodsg-233\Papaya\5O6YX5VKSCK56IIDOF0VT930.jpg,Papaya,all,-0.5066690481784212
../foodsg-233\White Bread\S4HDJCZZUPGYCHPL47OEAIKC.jpg,White Bread,all,-0.5066357637627208
../foodsg-233\Mee rebus\FHWX4RG2X4G1UIVU1DOID0L8.jpg,Mee rebus,all,-0.5066339240753976
../foodsg-233\pizza\Q83BAB2EQT0FRZANEZKLB48M.jpg,pizza,all,-0.506614957912744
../foodsg-233\miso soup\E51CUG9YRNL6B05UP6NY67QA.jpg,miso soup,all,-0.5065684923163695
../foodsg-233\singapore sling\J4A4LS0QTH1SR1SKE1F2KVR5.jpg,singapore sling,all,-0.5065612374627517
../foodsg-233\strawberry\MCYXX9MB5UVUYV9MDZ9DFAMM.jpg,strawberry,all,-0.5065354821928206
../foodsg-233\wholegrain pasta\6UF97C8QZJOGHO9F7B5V46TX.jpg,wholegrain pasta,all,-0.5065185963638045
../foodsg-233\watermelon\3VDXEWB0E33Q9BM1BSBPH5T3.jpg,watermelon,all,-0.5065176367826592
../foodsg-233\paella seafood\M1E9THF5LLGR1N2TTFPGZ2OY.jpg,paella seafood,all,-0.5065086005219147
../foodsg-233\blueberries\ESUKSDQ5XZ78IB35OM8G5BDC.jpg,blueberries,all,-0.5065068064125621
../foodsg-233\begedil\JD9SJK9N8HQ3PZT4ZI1BSUT9.jpg,begedil,all,-0.5065056084444187
../foodsg-233\pear\JQ8I701SJ0QOQR0MASPWLG8R.jpg,pear,all,-0.5064420541995274
../foodsg-233\gulai daun ubi\DP6CZ7MLBL0OWB6IQFUN39BR.jpg,gulai daun ubi,all,-0.5064323299413067
../foodsg-233\pineapple\6PFR33K4AFWLNIEFTF9G4L2Y.jpg,pineapple,all,-0.5064242514822552
../foodsg-233\mixed vegetables\UGOAN1JMSQLQW0FHN9PIUKBI.jpg,mixed vegetables,all,-0.5064188691332995
../foodsg-233\Grapefruit\51WS3IU1EL3QC1X9CDYJ8CWO.jpg,Grapefruit,all,-0.50640378829265
../foodsg-233\hokkien prawn mee\6UXAQTYUZCFZUBBD9PN235LQ.jpg,hokkien prawn mee,all,-0.5063990659635687
../foodsg-233\banana\5CO8KG76U192BO6MXY1I80OH.jpg,banana,all,-0.5063934864690393
../foodsg-233\Mee bandung\GB72WKBCH0KOO0TKL2R7WB4K.jpg,Mee bandung,all,-0.5063905432505056
../foodsg-233\durian\UC0QW38KOOKC3ULAXU9XB1DA.jpg,durian,all,-0.5063817343037489
../foodsg-233\sandwich\AMTAENFSEKDRJC2VFUTU0AXU.jpg,sandwich,all,-0.5063404698545502
"../foodsg-233\Rice, korean bulgogi beef\HA0VPXYIEB09L28V5CTDV2FN.jpg","Rice, korean bulgogi beef",all,-0.5063260350541046
../foodsg-233\sambal kangkong\HMTCSVJGBXINT71RA385ZR36.jpg,sambal kangkong,all,-0.5063180599779066
"../foodsg-233\Rice, korean bulgogi beef\AQ66KR7QBRKTUZBRO68IYHT0.jpg","Rice, korean bulgogi beef",all,-0.50630596243936
../foodsg-233\salad\YKS2IDZG8U0FVDGRMCR7A4YB.jpg,salad,all,-0.5062822619922158
../foodsg-233\hokkien prawn mee\IZLT1OJP9I8WULBLGAPFYTUV.jpg,hokkien prawn mee,all,-0.506254591897224
../foodsg-233\cooked brown rice\U3X9FNZSFXM8ZWRN2DC5TX9B.jpg,cooked brown rice,all,-0.5062363127662357
../foodsg-233\watermelon\SP8AJ7XVTD5H21CGORN60BD7.jpg,watermelon,all,-0.5062330699757149
../foodsg-233\parfait\FVUH17S3WFNMZ7885KIX2U01.jpg,parfait,all,-0.5062021352056184
../foodsg-233\popiah\8JTFAYW1ITVN9OF0OE9IY9CM.jpg,popiah,all,-0.5061856913044943
../foodsg-233\bakso\5YCP2BOZLAZCMJ01DCXHXH9T.jpg,bakso,all,-0.5061731903044014
../foodsg-233\orange\SKFJWHXRRWGWBZW9QSVSYHXF.jpg,orange,all,-0.5061687452474507
../foodsg-233\Grapefruit\SGMXFHL8B23PF4LECZ6T35PZ.jpg,Grapefruit,all,-0.5061668293445685
"../foodsg-233\Mee siam, fried\NA5QKA2ML84GD9IL6CHDV3V8.jpg","Mee siam, fried",all,-0.5061498410915202
../foodsg-233\durian\ZTPWG2B8RNAJURE53SBU257V.jpg,durian,all,-0.5061450988441772
../foodsg-233\baked beans\UVZNSJMXIAVTLES0BQR5XB8R.jpg,baked beans,all,-0.5061416603673133
../foodsg-233\Soft boiled eggs\UTKA1N18VBHLE57GPY4Z1VA9.jpg,Soft boiled eggs,all,-0.5061377932404612
../foodsg-233\mixed vegetables\2T8WP0R2GVAC80DCKAACJPDF.jpg,mixed vegetables,all,-0.506115175247059
../foodsg-233\Macaroni\T7ZAIL4RFTXZN0994YZVQECJ.jpg,Macaroni,all,-0.5060962794400149
../foodsg-233\popiah\0LPM7T7MMG7RJAF59B80973D.jpg,popiah,all,-0.506091663977836
../foodsg-233\parfait\CSFQ9N1ZOGTNJZHG2086FMYU.jpg,parfait,all,-0.5060848139325504
../foodsg-233\lychee\097N1297183U00IQZRPFDH4G.jpg,lychee,all,-0.5060807851138752
../foodsg-233\Fruit juice\EJJOYAFOXAYYRQE425436T90.jpg,Fruit juice,all,-0.5060599749061524
"../foodsg-233\Bee hoon, goreng\SB7AI12VGF3EK620ZDLT96QG.jpg","Bee hoon, goreng",all,-0.506024840724561
../foodsg-233\Cucumber\FUMTGHO0LT39D6HKIBKDYK0D.jpg,Cucumber,all,-0.5060190396440531
../foodsg-233\french fries\902CA2V6K73M0UXN4EMS6VYE.jpg,french fries,all,-0.5059630286832913
../foodsg-233\longan\0SXED83LT8MAFH5E23C7Y2WJ.jpg,longan,all,-0.5059511056575535
../foodsg-233\jackfruit\J1QWWN8GVGMAD8BPPXCNF9XK.jpg,jackfruit,all,-0.5059367616071935
../foodsg-233\tacos and nachos\F0VZZ57O9QOK21CB42MQCVK7.jpg,tacos and nachos,all,-0.5058869432947838
../foodsg-233\pitaya\571UAE1JWANSTTVXUG2V7JC4.jpg,pitaya,all,-0.5058678441665729
../foodsg-233\Pomelo\L856YM4491715YN56BL25T6I.jpg,Pomelo,all,-0.5058572479663871
../foodsg-233\vegetable soup\KX3LWP4FW9ILK75YH5686YPY.jpg,vegetable soup,all,-0.5058541662085558
../foodsg-233\chicken masala\NVT6KPILAA79JJYYMK117H5R.jpg,chicken masala,all,-0.5058510780506359
../foodsg-233\longan\7HNG9A993RL36C16WEOLC4JC.jpg,longan,all,-0.5058502411726876
../foodsg-233\siew mai\B3ECE5NAFCBVDZNV57CAR2Q6.jpg,siew mai,all,-0.5058495677098068
../foodsg-233\banana\8ZT2HAMZRG0O1M38VYGBMRNV.jpg,banana,all,-0.5058264512579914
../foodsg-233\chai tow kuay\YP0WSGM057MMLYEHD99Y82JB.jpg,chai tow kuay,all,-0.5058071858941076
../foodsg-233\mangosteen\5F9O1RNRM96Y1ZLA0DM7Z8YQ.jpg,mangosteen,all,-0.5057954811771542
../foodsg-233\tacos and nachos\0RBRTAHGHJAA700EX9DWUXEV.jpg,tacos and nachos,all,-0.5057920613982427
../foodsg-233\corn\22GL6EA3V8REO3YIYJ42CBHF.jpg,corn,all,-0.5057500168707809
../foodsg-233\pear\YVMY73FD2ONMITMY9CH697Q9.jpg,pear,all,-0.5057439518784963
../foodsg-233\har cheong gai\9VHSCKXJR82VL98BS0TOFUBE.jpg,har cheong gai,all,-0.5057343067333362
../foodsg-233\Laksa\GGAMLQG4IBOKY2JC8UTQ1U4R.jpg,Laksa,all,-0.5057260409307553
../foodsg-233\ice cream - vanilla\UING4EDLXR023CHOHW9UQNPF.jpg,ice cream - vanilla,all,-0.5057153455361062
../foodsg-233\Mee soto\C52148MLVM7KT5W9SV96BVKS.jpg,Mee soto,all,-0.5056891477933232
../foodsg-233\guava\YV815KCCY0MXO7L4QTZJICDV.jpg,guava,all,-0.5056882394286029
../foodsg-233\pomegranate\K313VHL5UGCPZXBPATZ12ULI.jpg,pomegranate,all,-0.5056668935866611
../foodsg-233\lasagna\QR3AXHKE8IASAFJUUJTOFM42.jpg,lasagna,all,-0.5056618184087064
../foodsg-233\cooked brown rice\6P74JJY94HEVPV9HHFFQL2E2.jpg,cooked brown rice,all,-0.5056568954465499
../foodsg-233\tiramisu\V4FFAT5T8A3ULP4XL6SBKW1G.jpg,tiramisu,all,-0.5056551082467987
../foodsg-233\Grapefruit\DHDELMM81OO8R3Z6MBBREPX6.jpg,Grapefruit,all,-0.5056405942436146
../foodsg-233\mangosteen\PCX00L8D6GIP8QH37BG4LVYL.jpg,mangosteen,all,-0.5056365975159008
../foodsg-233\jackfruit\26EH2U9OY1TUKSREMK32BX83.jpg,jackfruit,all,-0.5056123914184235
../foodsg-233\Papaya\W0RB3Z2MHBD60JJATQSNJKCB.jpg,Papaya,all,-0.5055873646620249
../foodsg-233\cheng tng\D8ZRQNG8I7QQJ0663Y0XEFKD.jpg,cheng tng,all,-0.505577636595424
../foodsg-233\singapore sling\GGDH4DXFKLZZB7GNC0CW9V0P.jpg,singapore sling,all,-0.5055714551571807
../foodsg-233\cake\YDTFXIRASTA2DXNLAU8KDNNW.jpg,cake,all,-0.5055649527175041
../foodsg-233\har cheong gai\C560S2C1BWTLNR2LDD1B0RLG.jpg,har cheong gai,all,-0.505562671875873
../foodsg-233\pineapple\C5SH6WRL8JS952JANGEF74AF.jpg,pineapple,all,-0.5055215330351741
../foodsg-233\Mee bandung\0TVDFT05CFWYBA249GQDDNGI.jpg,Mee bandung,all,-0.5055052939088841
../foodsg-233\honeydew\50F7EWID7LHPEX7IJ2M8I0FG.jpg,honeydew,all,-0.5055019434000154
"../foodsg-233\Rice, with dakgalbi\F98M0PPM6CUKZSQFQSOARWH3.jpg","Rice, with dakgalbi",all,-0.5055005059847162
"../foodsg-233\Bee hoon, goreng\886OGVZWHIKOCL1EAPCBE0KF.jpg","Bee hoon, goreng",all,-0.5054978710879684
../foodsg-233\egg tart\OC2GIS70ZENTN17LE7R3WQOT.jpg,egg tart,all,-0.5054946459675859
../foodsg-233\french fries\WVK3ZH22C0HTFKHKOY6K4QY2.jpg,french fries,all,-0.5054903086315108
../foodsg-233\pancake\Q4644SUN5MJIGH280LZ0JS4R.jpg,pancake,all,-0.5054901017677276
